ContractID,CreatorID,ProductionID,StartDate,EndDate,Payment,RoleContract
467,366,871,2005-04-12,2022-06-18,15893.56,Producer
468,657,338,1990-08-15,2025-09-14,18495.91,Main Actor
469,457,835,2021-02-21,2022-11-01,51363.99,Director
470,576,631,2001-12-22,2028-10-22,12659.28,Supervisor
471,330,432,2002-04-14,2023-09-25,58980.24,Co-Producer
472,885,847,1996-03-25,2027-05-24,46525.48,Co-Producer
473,346,473,2011-01-12,2026-11-30,37300.67,Main Actor
474,496,781,1991-10-16,2024-08-15,57080.73,Writer
475,280,730,2022-03-27,2028-12-29,39598.64,Main Actor
476,464,281,2015-07-05,2028-05-06,70002.99,Writer
477,576,10,1999-06-10,2024-07-13,32763.16,Writer
478,18,553,2011-03-27,2026-08-21,53891.61,Main Actor
479,678,796,1997-05-19,2027-12-19,67290.55,Director
480,467,516,2001-03-27,2024-01-26,74176.08,Actor
481,388,58,1998-08-19,2029-01-02,69160.38,Actor
482,890,460,1990-11-17,2027-06-13,29484.25,Supervisor
483,708,35,2017-03-18,2026-06-26,31660.27,Actor
484,516,293,2017-01-24,2025-03-03,47536.98,Writer
485,421,521,2001-11-29,2023-10-02,46176.09,Co-Producer
486,377,436,2015-06-27,2022-04-30,70189.54,Co-Producer
487,731,339,2011-10-12,2025-04-30,34642.27,Producer
488,730,840,2005-10-21,2025-12-31,17909.29,Director
489,538,442,2012-09-14,2024-05-17,74459.81,Main Actor
490,218,33,2019-04-10,2023-08-09,26036.59,Producer
491,654,289,2014-05-16,2025-08-09,11077.08,Co-Producer
492,583,684,2012-08-20,2026-12-10,48974.81,Supervisor
493,851,133,1993-01-29,2023-10-03,44413.5,Director
494,423,384,2017-08-17,2026-06-17,37770.6,Supervisor
495,491,525,1990-10-09,2028-05-10,61241.22,Director
496,838,428,2005-11-09,2022-07-15,15518.06,Co-Producer
497,239,370,1995-04-19,2022-07-26,43767.05,Supervisor
498,408,141,1991-10-17,2024-11-10,11787.89,Director
499,650,736,2006-11-03,2022-08-09,52283.96,Writer
500,595,133,1998-09-06,2027-04-24,69290.1,Supervisor
501,576,713,2007-11-21,2023-06-05,30698.44,Supervisor
502,94,586,1994-05-10,2027-07-22,17251.59,Actor
503,188,639,2000-06-04,2028-08-25,39888.22,Main Actor
504,632,264,2002-07-26,2029-02-24,13703.23,Supervisor
505,448,581,2005-08-01,2028-03-02,40020.95,Supervisor
506,155,119,2002-11-08,2028-09-03,16437.92,Writer
507,424,435,2015-03-11,2028-06-01,35631.08,Co-Producer
508,185,834,2002-01-03,2029-04-12,64084.32,Producer
509,584,106,2008-12-12,2024-08-14,24803.19,Co-Producer
510,794,611,2018-02-25,2026-10-01,52739.72,Co-Producer
511,587,863,2020-11-28,2027-11-10,31280.29,Director
512,867,37,2002-02-23,2025-11-13,58443.19,Co-Producer
513,396,203,1999-04-02,2024-07-27,46111.57,Producer
514,764,599,1994-04-16,2024-05-27,47178.52,Actor
515,384,761,2012-02-10,2027-07-16,54508.99,Supervisor
516,438,150,1993-10-11,2026-09-05,77693.57,Actor
517,827,471,2020-09-04,2023-09-14,45016.82,Director
518,286,813,2014-07-20,2027-02-28,63195.93,Writer
519,443,468,2009-02-05,2025-07-06,28472.02,Supervisor
520,65,281,2014-10-29,2025-03-22,38396.58,Supervisor
521,1,284,2013-03-16,2022-07-25,75834.98,Actor
522,567,870,2018-09-06,2022-09-20,42615.84,Writer
523,548,355,1998-05-25,2029-01-18,44543.03,Supervisor
524,839,505,2009-08-20,2023-09-12,41248.79,Supervisor
525,581,195,2016-10-03,2027-11-11,62497.03,Co-Producer
526,577,465,1996-04-06,2028-07-21,42587.05,Main Actor
527,15,310,2003-04-07,2022-06-12,38670.68,Main Actor
528,731,338,2003-09-24,2022-08-21,53478.06,Supervisor
529,839,772,2019-10-10,2027-09-08,29997.61,Co-Producer
530,676,868,2018-11-22,2024-01-12,29174.14,Supervisor
531,63,621,1998-11-08,2029-03-03,66348.21,Main Actor
532,494,27,2020-03-27,2024-02-22,27398.47,Producer
533,724,31,2001-03-20,2029-02-17,46573.52,Producer
534,330,600,2016-01-31,2025-09-25,16970.8,Actor
535,773,35,2003-07-31,2024-05-11,43600.93,Actor
536,102,407,2001-09-12,2025-08-23,73902.96,Writer
537,77,335,2004-11-05,2028-08-29,10884.12,Supervisor
538,34,406,1995-10-16,2026-08-16,18897.54,Writer
539,81,539,1992-09-05,2025-08-05,30438.17,Co-Producer
540,666,797,2001-01-08,2026-12-01,77555.09,Co-Producer
541,639,15,2002-08-20,2025-01-04,34567.05,Actor
542,834,826,2014-08-17,2023-05-31,23721.61,Writer
543,44,642,2012-11-15,2023-09-08,59760.88,Writer
544,169,230,2011-03-19,2026-04-19,35863.55,Producer
545,654,846,1995-02-22,2026-06-29,23923.81,Supervisor
546,648,524,2005-02-25,2024-07-06,14876.45,Writer
547,570,577,2014-12-04,2029-02-17,25221.54,Co-Producer
548,252,864,2016-06-09,2025-05-12,67636.98,Co-Producer
549,715,163,2005-12-18,2027-09-19,15796.08,Producer
550,424,194,2007-02-25,2022-09-24,43370.21,Main Actor
551,98,569,2000-07-17,2023-02-16,20928.41,Main Actor
552,829,145,1998-07-19,2022-05-24,50536.81,Producer
553,133,59,2013-09-21,2024-06-18,41065.57,Actor
554,195,694,2017-08-18,2023-12-28,44940.25,Actor
555,443,665,2018-11-07,2022-11-06,37617.45,Supervisor
556,404,321,2015-05-30,2027-09-14,72075.76,Main Actor
557,237,2,2015-03-05,2023-04-21,15212.63,Writer
558,377,568,1997-09-06,2027-03-31,51370.48,Producer
559,489,827,1994-04-06,2029-04-23,66977.78,Actor
560,663,635,2013-12-07,2024-12-14,76206.49,Writer
561,428,465,2007-09-30,2023-02-03,34209.07,Director
562,344,447,2012-12-11,2027-03-28,12547.2,Actor
563,7,476,2018-04-18,2024-01-13,38011.33,Supervisor
564,280,424,2018-11-27,2028-05-31,38479.69,Supervisor
565,1,881,2013-08-29,2023-12-01,62490.65,Actor
566,595,83,2015-06-09,2023-08-11,46014.17,Co-Producer
567,523,271,2009-12-18,2025-03-28,11071.99,Main Actor
568,398,736,2021-12-29,2023-08-16,47039.25,Main Actor
569,738,34,1991-09-01,2024-05-07,41243.13,Actor
570,671,76,2017-03-08,2022-10-10,65252.6,Director
571,795,195,2009-03-22,2026-09-06,56926.08,Director
572,661,453,2013-01-10,2022-11-10,61145.52,Actor
573,9,792,1995-03-07,2026-06-02,62914.41,Supervisor
574,857,257,1999-01-23,2026-05-31,19937.19,Main Actor
575,452,706,2000-07-28,2024-04-11,73372.3,Co-Producer
576,694,353,1993-05-05,2023-04-14,15522.97,Actor
577,130,184,1993-07-31,2028-06-04,18992.29,Co-Producer
578,894,91,1992-01-26,2025-08-15,50649.59,Supervisor
579,607,636,2013-02-04,2022-09-15,39320.57,Main Actor
580,528,23,2021-10-14,2022-05-12,20634.76,Writer
581,113,305,2014-02-15,2026-08-21,55826.17,Main Actor
582,439,730,1995-08-07,2023-04-20,78977.86,Supervisor
583,287,366,1991-01-05,2024-03-21,28301.05,Supervisor
584,21,195,2001-04-05,2023-06-13,58323.59,Main Actor
585,879,83,2005-09-12,2023-11-17,26263.72,Main Actor
586,15,690,1991-12-03,2028-07-27,12156.31,Writer
587,119,151,2021-04-13,2029-03-05,68043.85,Director
588,669,420,2019-08-23,2026-01-28,22780.04,Producer
589,744,755,2008-11-20,2022-11-06,68262.99,Director
590,571,149,2020-06-07,2025-03-02,16096.58,Co-Producer
591,229,75,2008-08-03,2024-10-04,53203.81,Supervisor
592,776,95,1996-12-01,2026-11-08,35076.97,Producer
593,81,624,2005-03-17,2027-06-03,25326.19,Supervisor
594,219,468,1995-04-03,2026-12-12,57732.45,Co-Producer
595,57,425,1995-11-06,2025-11-08,43114.7,Producer
596,280,512,1994-02-10,2029-03-17,31775.39,Writer
597,660,419,2015-09-15,2027-06-24,54506.67,Actor
598,180,146,1993-01-27,2028-12-05,43430.91,Co-Producer
599,451,302,2005-09-18,2025-10-13,49340.84,Actor
600,133,576,2004-03-24,2025-01-10,50257.13,Director
601,198,848,1999-05-26,2024-12-05,20746.66,Co-Producer
602,771,525,2017-08-20,2023-02-13,21424.85,Co-Producer
603,790,795,2017-12-31,2026-06-11,32639.81,Actor
604,586,272,2013-09-02,2028-11-14,76833.81,Main Actor
605,247,856,2009-04-26,2028-06-02,10624.82,Main Actor
606,491,498,2010-11-13,2025-06-03,52473.2,Supervisor
607,91,672,2010-04-29,2022-07-19,19182.36,Supervisor
608,757,809,1998-11-25,2026-04-18,19868.48,Supervisor
609,769,553,1991-03-18,2022-12-05,49506.1,Main Actor
610,567,46,2019-07-11,2027-01-23,26837.9,Director
611,300,180,2001-04-11,2023-12-30,28504.47,Director
612,597,444,1991-08-06,2025-07-10,51735.57,Producer
613,227,834,1992-08-20,2023-03-20,30538.27,Producer
614,713,149,2004-01-28,2028-05-30,34256.75,Supervisor
615,231,352,1996-08-06,2028-07-10,73731.26,Supervisor
616,783,685,2006-04-10,2028-02-27,38311.1,Co-Producer
617,327,706,1998-10-13,2026-03-27,30074.76,Actor
618,625,530,2022-04-06,2027-04-14,76111.45,Director
619,252,547,2008-12-10,2029-03-23,63886.42,Director
620,365,617,2003-09-17,2026-11-04,42747.36,Main Actor
621,600,545,2007-01-28,2028-04-15,46510.54,Producer
622,433,423,2001-08-02,2027-04-06,72298.76,Producer
623,784,723,2020-04-02,2025-03-28,76987.78,Writer
624,149,570,2004-04-01,2026-07-17,54933.26,Director
625,478,896,2011-05-09,2028-06-19,28643.09,Director
626,306,148,2019-11-08,2025-05-24,70351.52,Supervisor
627,321,243,2018-05-19,2026-09-17,73546.59,Co-Producer
628,394,46,2006-11-01,2024-01-03,51378.91,Co-Producer
629,774,128,1992-08-03,2023-08-29,77567.85,Actor
630,408,110,1997-08-16,2029-01-01,27298.13,Supervisor
631,615,749,2003-12-30,2026-03-20,69339.16,Co-Producer
632,821,867,2009-03-03,2024-05-07,50426.58,Writer
633,305,668,1994-02-12,2024-07-19,11479.47,Supervisor
634,385,856,2012-05-25,2024-11-22,13744.19,Co-Producer
635,552,770,1991-01-08,2028-06-20,65108.1,Writer
636,705,577,2009-06-06,2022-05-29,51638.27,Writer
637,256,414,2011-10-09,2026-09-24,47011.58,Co-Producer
638,432,426,2003-04-02,2029-02-14,18108.52,Actor
639,78,1,1991-06-18,2025-10-20,42777.88,Co-Producer
640,378,18,2001-01-29,2023-10-13,31559.9,Main Actor
641,9,87,1992-04-04,2023-03-08,50985.22,Actor
642,2,72,2005-12-05,2028-11-21,14720.49,Supervisor
643,866,796,2007-09-27,2023-12-14,72960.07,Director
644,242,159,2007-07-28,2024-09-18,56664.67,Supervisor
645,834,103,2010-06-23,2028-06-06,27794.92,Supervisor
646,316,841,2012-04-10,2022-10-02,47844.45,Producer
647,392,233,2004-09-29,2027-07-03,30176.11,Main Actor
648,307,208,1997-11-18,2025-07-08,52807.92,Actor
649,493,819,2019-02-27,2025-05-15,45843.3,Main Actor
650,360,425,2000-10-11,2022-12-07,32118.45,Actor
651,481,339,2014-04-01,2025-05-19,57858.92,Actor
652,75,355,2019-11-08,2027-11-04,14839.88,Director
653,695,882,2009-12-24,2023-01-31,16729.73,Co-Producer
654,75,695,2014-09-14,2026-05-11,48329.24,Actor
655,878,209,1999-07-17,2026-11-08,51376.95,Supervisor
656,241,835,2019-10-20,2028-03-19,66129.73,Co-Producer
657,662,675,1993-03-17,2024-06-16,33532.35,Supervisor
658,708,890,2016-03-01,2022-10-28,41158.73,Actor
659,295,147,1998-03-11,2024-06-18,69054.57,Director
660,658,647,1994-11-09,2029-03-07,68084.04,Co-Producer
661,499,581,2016-04-08,2022-06-14,78148.32,Main Actor
662,437,184,2019-03-27,2025-03-11,32814.35,Actor
663,427,492,1992-07-18,2026-10-12,14139.84,Director
664,749,350,2013-12-21,2025-03-02,22032.97,Writer
665,582,296,2014-07-21,2026-11-09,23368.17,Actor
666,684,592,1991-12-21,2028-03-10,53203.32,Director
667,651,406,2007-03-16,2023-12-30,31648.45,Co-Producer
668,751,791,2014-01-25,2028-11-21,23097.19,Supervisor
669,653,412,2005-10-23,2024-09-01,41343.47,Supervisor
670,8,845,2009-09-17,2026-08-07,36089.28,Actor
671,20,732,1997-05-25,2025-04-30,50433.08,Writer
672,824,313,2019-05-23,2022-05-19,52773.88,Producer
673,106,279,1997-01-28,2028-12-15,35121.77,Supervisor
674,669,417,2008-10-22,2024-09-29,70664.9,Producer
675,607,804,2009-07-17,2022-06-14,38194.83,Director
676,764,116,2009-03-07,2022-08-16,20692.43,Supervisor
677,442,186,2011-04-13,2028-07-21,71873.81,Co-Producer
678,61,536,1996-07-23,2026-03-26,23739.26,Writer
679,555,679,2004-05-30,2028-04-19,70334.68,Producer
680,516,298,2005-04-14,2026-07-09,69551.05,Co-Producer
681,534,824,1998-05-27,2025-06-29,55607.8,Director
682,587,338,2002-10-29,2028-01-06,13454.78,Writer
683,399,229,2019-06-16,2026-12-31,52053.37,Director
684,574,378,2003-01-11,2027-06-11,34904.81,Director
685,744,102,2008-11-17,2023-01-17,72028.68,Producer
686,628,660,1999-09-27,2025-09-04,41139.76,Director
687,433,201,2016-03-07,2024-09-12,38028.36,Co-Producer
688,725,860,1991-12-29,2025-12-31,64150.94,Co-Producer
689,827,694,2019-11-09,2028-08-09,22864.09,Actor
690,304,196,2007-05-26,2025-09-28,77724.33,Producer
691,809,889,2021-12-25,2029-01-07,64711.19,Producer
692,798,803,2017-03-27,2024-11-29,56760.14,Producer
693,248,241,2019-05-21,2023-11-15,59435.95,Actor
694,398,522,2014-07-12,2029-04-01,60239.32,Main Actor
695,191,124,1990-05-18,2024-01-29,50137.05,Supervisor
696,147,103,2019-03-04,2025-06-09,43737.15,Co-Producer
697,187,404,2014-12-23,2023-10-19,25551.67,Producer
698,158,665,2005-09-06,2026-04-03,39893.38,Writer
699,563,149,1996-01-27,2022-09-19,32315.11,Actor
700,221,630,2007-07-31,2023-06-01,33073.59,Director
701,516,820,1990-09-13,2027-02-16,29393.91,Supervisor
702,667,560,2000-01-29,2023-03-06,33523.34,Writer
703,173,769,1992-05-11,2025-04-19,50661.74,Director
704,256,454,2006-04-30,2025-03-29,72670.13,Co-Producer
705,771,413,2015-01-29,2028-07-28,59337.71,Co-Producer
706,36,211,2007-02-09,2025-11-15,62426.18,Main Actor
707,833,246,2001-05-07,2027-05-14,32205.51,Writer
708,225,165,2021-10-19,2022-11-14,26990.58,Writer
709,292,893,2008-05-14,2028-03-11,75073.87,Writer
710,790,226,1997-11-28,2024-02-16,13806.99,Writer
711,374,856,2012-02-08,2023-09-03,37095.54,Producer
712,314,171,2021-12-11,2023-05-02,51258.83,Writer
713,480,416,1997-11-11,2024-01-24,61154.4,Main Actor
714,821,111,1994-11-02,2023-01-05,78723.33,Co-Producer
715,385,622,2011-05-13,2028-11-19,55104.22,Supervisor
716,453,859,1995-12-12,2029-04-17,64724.85,Producer
717,306,410,1998-08-05,2024-07-13,67709.32,Co-Producer
718,711,579,2005-12-28,2028-12-17,69796.06,Writer
719,49,275,2014-07-06,2028-03-16,50254.38,Director
720,639,130,2002-04-19,2028-09-12,13901.02,Main Actor
721,396,421,2020-10-25,2026-03-25,69579.13,Producer
722,572,84,1998-12-13,2024-03-14,47030.47,Co-Producer
723,693,157,2021-10-01,2023-06-20,18051.29,Actor
724,681,460,1996-09-17,2026-08-17,31650.87,Co-Producer
725,480,297,2016-01-22,2022-12-16,39277.24,Actor
726,43,119,2005-09-05,2023-01-23,22370.42,Writer
727,829,5,2021-08-15,2025-02-11,42493.81,Producer
728,735,342,2008-08-19,2029-04-15,73176.81,Supervisor
729,113,435,2001-02-03,2022-07-07,47906.23,Writer
730,326,154,2017-08-27,2025-08-29,33629.45,Supervisor
731,118,317,2014-12-09,2024-10-31,23744.84,Co-Producer
732,416,726,1994-01-16,2027-11-03,16625.72,Actor
733,214,19,2010-04-03,2023-07-12,20894.45,Supervisor
734,531,565,2001-05-04,2029-03-14,59402.07,Supervisor
735,893,584,1995-05-22,2026-09-23,29553.91,Main Actor
736,793,345,2016-08-15,2026-04-18,70348.21,Producer
737,664,762,2007-03-03,2029-04-23,27314.24,Supervisor
738,863,39,1995-11-28,2026-09-08,75834.09,Director
739,281,551,1998-06-29,2024-03-29,47839.82,Writer
740,549,630,2009-09-10,2025-01-09,14434.37,Main Actor
741,222,793,2015-08-15,2028-01-06,32667.17,Co-Producer
742,747,193,1991-02-10,2026-01-11,78760.2,Co-Producer
743,588,409,2021-02-26,2022-11-15,11340.95,Main Actor
744,392,7,2012-06-26,2025-10-20,15829.01,Actor
745,8,727,2010-04-12,2028-12-11,59208.41,Co-Producer
746,260,849,2017-04-08,2025-07-30,44851.34,Director
747,219,409,2014-03-12,2024-02-18,53935.19,Producer
748,592,594,1994-03-08,2028-03-18,55339.4,Director
749,776,424,2010-03-10,2026-07-05,40954.14,Actor
750,570,595,2003-01-05,2028-05-16,31707.57,Main Actor
751,542,249,2022-02-13,2027-07-22,16151.32,Producer
752,390,213,1995-07-21,2025-08-20,25021.81,Actor
753,270,354,2005-08-17,2023-11-15,24271.25,Actor
754,160,71,2009-01-31,2026-10-21,38323.66,Supervisor
755,512,228,2006-01-21,2024-06-03,12282.52,Writer
756,728,467,2017-09-25,2025-05-10,18513.6,Producer
757,891,354,2017-11-28,2027-09-26,73548.53,Director
758,110,196,2006-01-19,2023-06-12,35404.58,Producer
759,728,329,2012-04-20,2022-05-12,28510.05,Producer
760,748,865,2004-04-25,2029-04-02,13731.59,Main Actor
761,271,70,2012-11-02,2024-08-06,16970.13,Producer
762,872,685,2016-08-24,2027-10-01,60876.56,Producer
763,831,91,2018-08-26,2022-04-25,68663.19,Actor
764,344,690,2019-03-29,2023-04-16,54824.44,Producer
765,487,536,2013-01-21,2026-08-11,69336.43,Director
766,887,518,2015-09-23,2024-06-20,10627.63,Director
767,10,114,2011-08-16,2023-04-29,36266.2,Main Actor
768,256,522,2000-02-21,2023-02-06,44020.3,Producer
769,334,259,2002-03-28,2029-03-27,43790.73,Main Actor
770,101,402,1996-01-25,2023-08-17,67098.92,Co-Producer
771,197,526,1994-03-20,2024-02-11,49119.92,Actor
772,371,625,2001-09-12,2023-05-06,37937.7,Director
773,352,850,2013-07-25,2024-10-21,17963.27,Producer
774,767,615,2013-10-14,2025-10-03,38582.46,Supervisor
775,756,525,2008-04-08,2025-10-15,18672.09,Writer
776,330,528,2015-05-26,2028-10-04,35213.51,Director
777,231,750,1991-03-16,2027-09-15,76560.33,Producer
778,233,331,1999-09-06,2024-07-11,47933.11,Co-Producer
779,74,314,2020-04-01,2023-05-13,71123.22,Actor
780,684,370,1992-01-09,2022-12-30,62775.55,Producer
781,133,97,2005-03-17,2028-04-15,52141.8,Actor
782,62,754,1996-12-06,2024-04-28,35963.95,Main Actor
783,611,853,2012-04-12,2022-05-10,68874.9,Writer
784,626,578,2005-10-18,2028-08-06,37790.87,Supervisor
785,719,738,2018-10-08,2027-04-21,60153.72,Writer
786,807,111,1994-08-16,2023-04-07,12410.03,Actor
787,536,7,1996-03-08,2024-02-05,11905.01,Supervisor
788,449,51,2017-11-09,2022-07-12,29522.54,Director
789,734,783,2007-08-28,2024-12-19,22493.2,Director
790,275,762,2005-09-24,2024-02-29,75300.66,Writer
791,514,450,1994-03-02,2023-08-10,70232.78,Main Actor
792,330,17,2018-04-18,2023-07-19,16688.34,Co-Producer
793,203,160,2009-02-28,2023-10-18,26975.66,Producer
794,317,889,2020-07-31,2024-05-21,50971.5,Supervisor
795,451,302,2021-07-03,2022-08-26,29351.3,Producer
796,594,293,2017-07-07,2029-01-01,22736.58,Director
797,103,832,1991-12-29,2026-08-16,30859.05,Writer
798,434,699,2005-09-29,2029-03-09,18281.69,Producer
799,259,438,2015-01-25,2025-03-07,18703.86,Co-Producer
800,223,452,2001-09-19,2024-12-26,19459.79,Actor
