ProductionID,Title,ProductionType,ReleaseDate,Genre,ProductionRating
499,No Good Deed,122,1991-04-20,Thriller,7.6
500,Steak,346,2018-08-28,Comedy,4.0
501,Hide and Seek,687,2005-12-31,Horror|Mystery|Thriller,1.3
502,Places in the Heart,521,2007-09-23,Drama,5.4
503,Black Room,The,356,1994-11-06,Crime|Horror|Thriller,5.3
504,Charlie Bartlett,610,2018-08-08,Comedy|Drama,8.6
506,Tormento,180,2006-03-26,Drama,4.2
507,Laws of Gravity,616,2021-03-21,Drama,9.9
508,Campus Radio,54,1992-09-17,Comedy|Drama,9.4
510,Twin Town,791,2003-08-11,Comedy|Crime,2.6
512,Sweet Hearts Dance,87,2022-09-27,Drama,3.5
513,Song of the Sea,456,2015-07-17,Animation|Children|Fantasy,7.6
515,Lulu in Berlin,211,1990-08-20,Documentary,7.1
516,Salvage,369,2023-05-02,Horror,5.9
517,Cold Mountain,504,2002-11-30,Drama|Romance|War,8.1
518,3 Ring Circus,513,1992-01-02,Comedy,8.9
520,Deep Rising,317,2020-02-11,Action|Horror|Sci-Fi,3.8
521,Sleuth,770,2020-11-24,Comedy|Mystery|Thriller,2.5
522,Divine Horsemen: The Living Gods of Haiti,273,2024-09-22,Documentary,9.2
523,Hands Across the Table,544,1999-08-04,Comedy|Romance,8.3
524,Invasion,The,41,2022-02-18,Action|Drama|Horror|Sci-Fi|Thriller,1.2
525,What Lies Beneath,643,2012-05-20,Drama|Horror|Mystery,9.1
526,Carpool,574,2000-02-06,Comedy|Crime,8.8
527,Never Talk to Strangers,20,2025-04-17,Crime|Drama|Romance|Thriller,1.2
528,Trouble in Mind,28,2023-08-12,Crime|Drama,7.4
530,Shoot ''Em Up,298,2018-07-27,Action|Comedy|Crime,3.6
531,Lewis Black: Stark Raving Black,229,2019-02-23,Comedy,6.9
532,24 Hour Party People,657,1992-05-28,Comedy|Drama|Musical,6.1
533,Two Women,396,2013-06-16,Drama,2.7
536,Necessities of Life,86,2011-02-13,Drama,4.7
537,Broken Vessels,330,2007-09-07,Drama,4.5
538,Extracted,29,2018-07-22,Drama|Sci-Fi,9.7
539,Wrong Arm of the Law,The,313,2019-10-18,Comedy|Crime,3.7
540,Sin City: A Dame to Kill For,678,2008-12-26,Action|Crime|Thriller,6.3
541,That''s Entertainment,326,2020-10-11,Documentary,8.0
542,Boris and Natasha,415,2000-05-28,Action|Comedy,7.7
543,Emergency Escape,306,2020-01-01,Comedy,2.4
544,Head Above Water,735,2015-05-03,Comedy|Thriller,6.8
545,Godspeed,72,2003-12-24,Drama|Horror|Thriller,2.6
546,Betty,562,1993-07-13,Drama,9.4
547,Endless Love,722,2025-04-11,Drama|Romance,6.6
548,In the Good Old Summertime,349,2004-10-26,Musical,3.6
550,Perez.,416,1997-12-27,Crime|Drama|Thriller,7.9
552,May in the Summer,101,2014-01-05,Comedy|Drama,7.7
553,Measuring the World ,220,2015-09-03,Adventure|Drama,1.5
555,Tyler Perry''s Meet the Browns,260,2004-10-05,Comedy|Drama|Romance,6.1
556,Hangar 18,124,2003-04-17,Action|Sci-Fi|Thriller,3.3
557,You''re Next,241,2004-03-03,Horror|Thriller,3.8
558,Hijacking Catastrophe: 9/11,305,1999-04-05,Documentary,4.5
559,Carriers,332,2013-10-12,Drama|Horror|Thriller,3.5
560,Charlie Chan in Shanghai,111,1990-10-13,Comedy|Crime|Mystery|Thriller,1.1
561,Very British Gangster,A,75,2016-06-25,Crime|Documentary,9.7
562,Something Wild,335,1998-02-20,Drama,1.3
563,Emmet Otter''s Jug-Band Christmas,583,2024-09-08,Children|Comedy|Drama|Musical,2.7
564,What the #$*! Do We Know!? ,265,2003-09-19,Comedy|Documentary|Drama,8.9
565,Born to Kill,1,2017-07-16,Crime|Drama|Film-Noir,3.2
566,Taking of Power by Louis XIV,244,1997-09-13,Drama,1.9
567,Getting Back to Abnormal,491,2001-07-06,Documentary,8.1
568,Go Tell the Spartans,42,1992-05-12,Drama|War,5.4
569,Angel Dog,240,2017-02-17,Children|Drama,8.2
570,Deep Rising,725,2001-04-07,Action|Horror|Sci-Fi,2.5
572,Somers Town,509,1999-09-16,Drama,7.3
573,Night Crossing,256,2004-06-21,Drama,3.2
574,Lady Be Good,40,1991-04-10,Comedy|Musical,3.7
575,Kiss,The,586,2001-08-05,Drama|Romance,8.5
576,3 Worlds of Gulliver,The,489,2007-05-20,Adventure|Fantasy,7.9
577,Zero Day,219,2011-08-22,Drama,7.2
580,Avalanche,503,2013-01-31,Action,6.4
582,Adventures of Mark Twain,The,142,2022-12-29,Adventure|Drama,5.8
583,Bogus,371,2002-02-14,Children|Drama|Fantasy,9.5
586,3 Godfathers,710,1996-06-03,Drama|Western,6.3
587,Hell''s Gate 11:11,335,1993-04-01,Horror|Thriller,9.0
588,Starstruck,722,2018-04-03,Comedy|Musical,2.9
594,Jacques Brel Is Alive and Well and Living in Paris,191,1990-07-07,Musical,3.9
595,Essential Killing,329,1991-10-06,Thriller|War,1.7
596,Shining Night: A Portrait of Composer Morten Lauridsen,4,2017-11-25,Documentary,8.3
597,American Werewolf in Paris,An,382,2018-09-03,Comedy|Horror|Romance|Thriller,4.7
599,Snow White,746,2019-11-05,Fantasy|Romance,7.2
600,How to Survive a Plague,442,2022-02-15,Documentary,9.3
601,Jack Strong,408,2020-10-25,Action|Crime|Thriller,7.4
603,Clean and Sober,552,2022-10-15,Drama,8.4
604,Polskie gówno,351,2014-09-09,Comedy|Musical,7.5
606,RiP: A Remix Manifesto,139,2015-05-08,Documentary,4.9
607,Life of Emile Zola,The,512,2019-10-14,Drama,3.0
608,In the Edges: The ''Grizzly Man'' Session ,205,2021-01-11,Documentary,7.9
610,Tormented,397,2012-04-27,Comedy|Horror,2.4
612,Yellow Handkerchief,The,122,2006-02-08,Drama|Romance,2.2
613,Riffraff,368,2011-05-12,Crime|Drama,8.9
614,Flying Deuces,The,462,1994-06-17,Comedy,7.3
615,All''s Well,330,2024-07-15,Drama,1.1
616,Some Body,763,2011-06-19,Drama,5.8
617,Topo,El,199,2017-10-02,Fantasy|Western,10.0
619,Queen Sized,418,1994-07-10,Comedy|Drama,8.6
620,Mega Piranha,735,2004-05-30,Action|Adventure|Horror|Sci-Fi,2.4
621,Tribes,139,2013-01-24,Drama,6.5
623,Sharknado 2: The Second One,300,1999-07-17,Horror|Sci-Fi|Thriller,6.7
624,Little Caesar,308,2006-03-09,Crime|Drama,9.5
625,Summer Days With Coo,502,1999-01-13,Animation,2.2
626,Little Monsters,66,2016-06-16,Comedy,6.4
627,In the Line of Fire,569,1996-08-19,Action|Thriller,3.5
628,Lesbian Vampire Killers,616,1994-04-22,Action|Comedy|Horror,3.8
629,The Fuller Brush Girl,108,2007-11-13,Comedy,2.1
630,Hidden,The,272,2022-12-07,Action|Horror|Sci-Fi,3.1
631,Big Daddy,646,2016-10-21,Comedy,2.3
632,Halloween,5,2024-06-19,Horror,2.4
633,Boy Meets Girl,512,2023-05-30,Comedy|Romance,1.5
634,Watcher,The,28,2010-10-22,Crime|Thriller,3.4
635,Short Eyes,243,2010-06-25,Drama,8.5
636,Flat,The,781,2015-03-30,Documentary,4.4
637,City of Lost Children,62,2006-01-15,Adventure|Drama|Fantasy|Mystery|Sci-Fi,5.1
638,Justice League: Throne of Atlantis,153,2009-07-23,Action|Animation,8.0
639,Broken,798,2008-06-28,Horror|Thriller,5.7
640,Dr. Giggles,677,2002-04-01,Comedy|Horror,2.8
641,Epic Movie,130,1990-12-03,Adventure|Comedy,9.4
642,Tortured,The,62,2020-09-24,Horror|Thriller,4.5
643,Orphans,796,2015-02-22,Comedy|Drama,5.0
644,Hot Rod,630,2003-07-16,Comedy,2.0
645,Vampyr,194,2003-08-20,Fantasy|Horror,7.4
646,Flypaper,168,2002-01-04,Comedy|Crime,7.7
647,In the Soup,490,2009-09-16,Comedy|Drama,6.5
649,36th Chamber of Shaolin,681,2018-05-30,Action|Adventure,3.4
650,711 Ocean Drive,541,1999-07-12,Crime|Drama|Film-Noir|Thriller,6.6
651,Ghost in the Shell 2,769,2008-12-04,Action|Animation|Drama|Sci-Fi|Thriller,4.1
652,The Inhabited Island,434,2001-11-08,Fantasy|Sci-Fi,6.6
654,It''s a Small World,661,2020-09-19,Comedy,9.9
655,Bill & Ted''s Bogus Journey,352,2000-07-15,Adventure|Comedy|Fantasy|Sci-Fi,4.4
656,Speedy,246,2019-01-07,Action|Comedy,7.7
657,Crips and Bloods: Made in America,352,2015-07-13,Documentary,4.5
658,Oranges,673,2018-02-02,Drama,9.1
659,Stan Helsing,733,2020-07-23,Comedy|Horror,1.7
660,Daybreak,235,1996-12-07,Action|Drama|Romance|Sci-Fi,4.6
661,Suicide Room,476,1997-05-11,Drama|Thriller,2.8
662,Raid,332,1997-05-18,Action|Crime|Drama|Thriller,5.9
663,The Sinners of Hell,566,2023-08-03,Drama|Horror,8.5
664,Guilty Hearts,433,1999-07-04,Drama,2.1
665,Savage Innocents,The,509,2004-11-09,Adventure|Crime|Drama,1.8
668,Forks Over Knives,286,2008-11-13,Documentary,3.0
670,Six Weeks,204,2001-05-04,Drama,7.8
671,Tank,73,1998-03-21,Action|Comedy|Drama,1.3
672,Man''s Castle,307,2017-11-11,Drama|Romance,3.5
673,Cherish,579,2011-01-25,Comedy|Drama|Thriller,6.0
675,Talking About Sex,800,1990-04-21,Comedy|Drama,8.8
676,Creature Comforts,678,2003-01-09,Animation|Comedy,6.3
677,Salmon Fishing in the Yemen,451,2016-07-30,Comedy|Drama|Romance,1.0
678,Belle,199,2023-02-10,Drama,3.1
679,Equinox,203,2007-02-18,Drama|Mystery|Thriller,9.0
680,Dragon Ball Z: Bojack Unbound ,76,1990-07-06,Action|Adventure|Animation|Fantasy,7.2
681,Patton Oswalt: Tragedy Plus Comedy Equals Time,423,2020-08-07,Comedy,5.7
682,Verdict,The,358,2000-11-10,Crime|Drama|Film-Noir|Mystery|Thriller,5.3
683,Open Range,744,2006-12-16,Western,1.7
685,Big Pun: The Legacy,116,1994-08-31,Documentary,2.3
687,But Forever in My Mind,649,2024-11-02,Comedy|Drama,3.4
688,Sokkotanssi,485,2006-07-05,Comedy|Drama,2.7
689,Nico Icon,613,2011-02-20,Documentary,3.7
690,City of Industry,728,1993-09-30,Crime|Thriller,2.4
691,Vacancy,657,2019-07-10,Horror|Thriller,2.2
692,Vääpeli Körmy ja kahtesti laukeava,606,2019-10-12,Comedy|War,4.6
693,Secret of the Grain,1,2014-05-05,Drama,7.3
694,Ghost Machine,160,1998-12-13,Action|Sci-Fi|Thriller,9.9
695,Vares: The Path of the Righteous Men ,558,2010-03-14,Crime|Drama,2.0
696,High School,368,2024-05-23,Comedy,1.1
697,Professor Beware,27,2012-12-13,Comedy,4.1
698,Secret Society,617,2019-01-19,Comedy,2.1
699,Between Strangers,481,2024-06-09,Drama,7.9
700,Saturday the 14th,515,2000-10-07,Comedy|Horror,6.0
702,Detonator,The,364,2007-09-22,Action|Thriller,1.8
703,Battle for Haditha,698,2019-11-03,War,5.6
704,Robinson Crusoe on Mars,86,2008-11-27,Sci-Fi,9.1
705,Stranger in the House,26,2006-01-03,Thriller,1.6
706,Won''t Anybody Listen?,567,1997-05-06,Documentary,1.9
707,Riders of the Purple Sage,322,2009-04-08,Drama|Romance|Western,7.2
710,Strongest Man in the World,The,109,2019-06-20,Comedy|Fantasy,8.7
711,Butcher Boys,495,2009-09-22,Action|Comedy|Horror|Thriller,6.3
712,Shogun Assassin,751,2002-02-09,Action|Adventure,9.4
713,Fake It So Real,421,2005-11-19,Documentary,5.2
715,Ice Castles,94,2003-11-24,Drama,3.9
716,Hours,454,2001-01-25,Drama|Thriller,5.3
717,Suture,682,2024-02-04,Film-Noir|Thriller,3.6
718,Patriot,The,311,2002-10-01,Action|Thriller,7.0
721,Officer Down,469,2025-02-10,Crime|Drama,5.0
722,Search and Destroy,336,2011-06-25,Comedy|Drama,8.9
723,House of Yes,The,30,2017-04-25,Comedy|Drama,5.5
724,House of Exorcism,745,2004-02-23,Horror,2.5
725,Beneath the Darkness,481,2008-11-28,Thriller,6.4
726,Train,The,179,2007-03-27,Action|Thriller|War,9.6
728,Girl,Interrupted,473,2011-10-03,Drama,1.9
729,Josephine,672,2017-07-03,Comedy|Romance,1.9
730,Broken Arrow,642,1998-01-03,Action|Adventure|Thriller,7.4
731,Girl Who Talked to Dolphins,The,490,1990-08-19,Documentary,5.5
734,Kiki''s Delivery Service ,28,2021-03-21,Adventure|Animation|Children|Drama|Fantasy,3.6
736,Six Pack,487,2000-06-26,Comedy|Drama,5.3
737,Southern Yankee,A,137,2011-05-24,Comedy|War|Western,3.7
738,Extra Man,The,702,2005-05-22,Comedy,2.8
739,Bitter Moon,781,1996-10-20,Drama|Film-Noir|Romance,5.1
741,The Land Before Time VI: The Secret of Saurus Rock,707,1990-09-01,Animation|Children,6.4
743,Scrooged,273,2020-11-16,Comedy|Fantasy|Romance,6.5
744,Southbounders,85,2022-02-19,Drama,9.6
746,Little Shop of Horrors,42,1995-12-26,Comedy|Horror|Musical,1.2
747,Substitute,The,623,2015-08-22,Drama|Thriller,5.5
748,Last Wave,The,284,2006-11-09,Fantasy|Mystery|Thriller,1.4
749,Shout,The,289,2015-10-13,Drama|Horror,3.8
750,Carnosaur,55,1996-07-31,Horror|Sci-Fi,9.8
751,Stalingrad,386,1995-03-29,Drama|War,3.5
752,Greedy,702,2000-12-27,Comedy,7.7
753,French Connection,The,18,2022-06-07,Action|Crime|Thriller,6.3
755,Daffy Duck''s Quackbusters,140,2014-07-29,Animation|Children|Comedy|Horror,4.5
756,Brotherhood,195,1994-04-11,Crime|Drama|Thriller,8.4
759,King of New York,482,1996-03-07,Crime|Thriller,6.6
760,Skeleton Key,The,231,2016-02-27,Drama|Horror|Mystery|Thriller,4.7
761,Misérables,Les,500,1997-10-17,Drama|War,2.4
762,Paradise Alley,708,2021-05-16,Drama,6.1
764,Black White + Gray: A Portrait of Sam Wagstaff and Robert Mapplethorpe ,329,2017-10-13,Documentary,9.0
765,Man Called Horse,A,272,2002-02-10,Adventure|Drama|Western,9.6
766,Alien Nation,655,2022-02-03,Crime|Drama|Sci-Fi|Thriller,7.5
767,None But the Brave,232,2005-03-10,Drama|War,2.8
768,Waterland,649,2003-12-02,Drama,4.4
769,Black Scorpion,The,230,2002-08-31,Sci-Fi,2.6
770,Panda! Go Panda! Rainy Day Circus,652,2004-06-02,Animation|Children,3.1
771,Thrushes Are Still Singing,303,2001-09-13,Adventure|Crime|Drama,2.5
772,Abominable,269,2017-02-04,Horror,5.7
773,Mummy,The,285,1999-05-13,Action|Adventure|Comedy|Fantasy|Horror|Thriller,5.5
774,Yes Men Fix the World,The,261,1998-11-01,Documentary,2.2
776,Spice World,438,2012-11-14,Comedy,6.5
777,Garbage Pail Kids Movie,The,509,2001-03-30,Adventure|Children|Comedy,2.2
779,Puffy Chair,The,91,2009-10-26,Drama|Romance,9.9
780,Filly Brown,28,2011-11-04,Drama,9.3
781,Berserk: The Golden Age Arc 2 - The Battle for Doldrey,545,2020-10-27,Action|Animation|Fantasy,2.1
782,Mystery Team,248,2019-07-06,Comedy|Crime|Mystery,2.8
783,Berserk: The Golden Age Arc 3 - Descent,206,1998-01-15,Action|Animation|Fantasy,2.6
784,Gentlemen of Fortune ,89,2012-08-22,Comedy|Crime|Drama|Mystery,6.2
785,Brave New World,167,2014-03-14,Sci-Fi,5.2
786,Polytechnique,370,2005-10-09,Crime|Drama,4.6
787,Sharknado 2: The Second One,619,2007-08-12,Horror|Sci-Fi|Thriller,8.8
788,Undead,745,2004-03-29,Action|Comedy|Horror|Sci-Fi,8.0
789,South of Heaven,West of Hell,546,1995-05-21,Drama|Western,4.4
790,Dangerous Beauty,608,2004-11-03,Drama,2.3
792,Richie Rich,488,1991-07-17,Children|Comedy,3.3
793,Cruel Intentions,716,1999-10-16,Drama,5.7
794,Happy End,194,2018-04-25,Drama,3.0
795,Mrs. Soffel,113,2016-02-03,Drama|Romance,2.0
799,Gerhard Richter Painting,175,2005-09-01,Documentary,5.1
800,Blithe Spirit,63,2016-11-17,Comedy|Drama|Fantasy|Romance,3.7
