AwardID,CreatorID,AwardName,AwardYear
12004,383175140,MTV Movie & TV Award,2001-08-19
58420,280841926,New Media Film Festival Award,2004-09-10
85860,313667825,Creative Impact Award,2019-07-17
27706,372183437,BAFTA Award,2008-03-07
94955,397043368,BAFTA Award,2025-03-23
46149,309607913,Creative Impact Award,2000-10-11
73386,230806856,New Media Film Festival Award,2023-01-18
18573,309648576,The Platinum Scene Award,1999-09-28
38757,378771971,Critics’ Choice Award,2020-03-07
30341,299338820,The Platinum Scene Award,2004-08-26
22159,396187165,The Narrative Distinction Medal,2017-05-17
60015,277120619,Golden Globe Award,2006-12-03
32285,255055307,Independent Spirit Award,2016-01-21
67007,286286259,New Media Film Festival Award,2021-04-16
51770,330392791,Independent Spirit Award,2009-11-06
76658,234134389,Creative Impact Award,2008-04-12
48521,248706055,Creative Impact Award,2003-09-04
26698,355913352,The Narrative Distinction Medal,2006-01-22
91278,208382609,Creative Impact Award,1999-12-12
49008,354133993,Hollywood Film Award,1997-03-13
51395,359626160,Golden Frame Award,2010-06-20
30716,285897554,Emmy Award,2014-11-02
52659,226819884,Emmy Award,2001-03-15
88284,360288138,Creative Impact Award,2018-06-11
12876,308713050,BAFTA Award,2007-07-10
97238,265309441,Hollywood Film Award,2007-06-01
76868,379908862,Hollywood Film Award,2002-03-03
74298,334505547,Independent Spirit Award,2004-11-26
59808,356629438,Emmy Award,2006-04-30
16966,218140453,Creative Impact Award,2003-01-16
33951,376092660,BAFTA Award,2014-01-10
64804,229032254,The Platinum Scene Award,2019-12-24
13712,233928126,Sundance Grand Jury Prize,2003-05-01
15170,296636466,The Platinum Scene Award,2018-01-30
19367,327763932,Creative Impact Award,2002-07-16
90529,287119921,Cannes Palme d’Or,2001-02-28
50669,374766730,BAFTA Award,2015-03-04
70381,398792872,Hollywood Film Award,2003-08-09
36398,241021800,The Narrative Distinction Medal,1997-05-10
20109,284447754,Golden Globe Award,2013-01-02
77912,266216396,BAFTA Award,2015-03-30
69045,250500355,Sundance Grand Jury Prize,2014-12-15
29395,328491055,MTV Movie & TV Award,1997-12-16
24473,208260486,Golden Frame Award,2019-10-19
64135,285420974,Creative Impact Award,2011-12-09
43395,201366171,New Media Film Festival Award,2002-06-21
16811,260876825,MTV Movie & TV Award,2003-02-08
87295,312585979,Critics’ Choice Award,1997-12-28
42687,220579956,Cannes Palme d’Or,2022-10-19
87763,361491687,MTV Movie & TV Award,2002-06-12
11680,308531539,Hollywood Film Award,2022-07-16
85153,230985062,The Narrative Distinction Medal,2006-09-12
72592,364829160,The Narrative Distinction Medal,1997-04-06
26547,349448371,New Media Film Festival Award,2006-12-22
25944,264778400,Creative Impact Award,2024-12-11
13322,205394944,Cannes Palme d’Or,2001-03-06
15333,334019963,Golden Globe Award,2016-06-26
37693,353336360,Independent Spirit Award,2016-08-27
14472,356670611,Emmy Award,2012-02-06
68690,331891478,BAFTA Award,2021-10-17
22899,380073692,Creative Impact Award,2000-03-10
15554,220579956,Golden Globe Award,1998-05-12
99244,383001351,Creative Impact Award,2016-04-10
89379,337404588,BAFTA Award,1998-09-03
17422,273133406,New Media Film Festival Award,2004-07-02
12433,259784711,Emmy Award,2005-08-09
68458,385041450,The Platinum Scene Award,2004-03-25
96340,248610562,Sundance Grand Jury Prize,2003-04-28
12748,258313787,Emmy Award,2021-02-06
69187,288179547,Critics’ Choice Award,2022-02-24
44209,353030263,Golden Globe Award,2001-09-05
11762,206744883,Golden Globe Award,2014-03-31
96056,249570001,Cannes Palme d’Or,1998-04-22
46065,213493713,The Narrative Distinction Medal,2024-06-07
81871,224965277,New Media Film Festival Award,2012-05-20
94707,378419163,The Platinum Scene Award,2013-06-30
38475,336189041,Golden Globe Award,2012-10-14
20439,226325792,Emmy Award,2009-08-21
24136,363146715,Creative Impact Award,2003-12-09
44050,277315051,Hollywood Film Award,2016-02-09
95903,363191482,BAFTA Award,2005-09-30
34597,258119732,Sundance Grand Jury Prize,2021-05-28
77989,374539961,MTV Movie & TV Award,1997-03-21
62576,355548763,Emmy Award,1999-05-08
68588,350489477,The Platinum Scene Award,2000-07-25
20547,284447754,Sundance Grand Jury Prize,2003-09-03
94367,232847016,Sundance Grand Jury Prize,2000-09-13
27385,345901522,Critics’ Choice Award,2005-06-14
91197,262040343,MTV Movie & TV Award,1999-06-28
99834,212668880,BAFTA Award,2007-10-13
79764,283773607,The Platinum Scene Award,2021-07-08
53621,382188079,Hollywood Film Award,2024-06-10
42952,222439682,Hollywood Film Award,2001-07-26
23064,239355065,Independent Spirit Award,2016-10-21
53417,359764675,Cannes Palme d’Or,2017-09-19
10843,385134389,The Narrative Distinction Medal,2017-07-12
30550,289309435,New Media Film Festival Award,2003-09-25
48753,372612466,Golden Globe Award,2023-09-25
82802,315709918,Critics’ Choice Award,2021-07-08
11273,213177500,Hollywood Film Award,2010-01-21
93238,339510780,New Media Film Festival Award,2013-09-18
36041,269001236,BAFTA Award,2012-07-29
48857,217513928,The Platinum Scene Award,2019-01-08
10561,343835207,Sundance Grand Jury Prize,2003-03-11
95205,236660242,Emmy Award,1997-02-18
64451,243794872,New Media Film Festival Award,2016-05-22
25035,363620722,BAFTA Award,2013-08-21
94375,359139360,Cannes Palme d’Or,2020-06-28
25100,224057091,Critics’ Choice Award,2011-06-22
71527,379908862,Creative Impact Award,2008-10-05
