ProductionID,FeedbackID,AwardID,Title,ProductionType,ReleaseDate,Genre,ProductionRating,ContractID
336,649,634,Mutiny on the Bounty,446,2009-05-17,Adventure|Drama,1.4,546
337,82,212,"Susana (Devil and the Flesh, The)",339,2003-04-22,Drama|Romance,8.7,478
338,678,301,White Fang 2: Myth of the White Wolf,529,2020-09-03,Adventure|Children,4.9,720
339,655,398,"Dance, Girl, Dance",236,1994-11-13,Comedy|Drama,4.9,700
340,627,29,Not Fade Away,172,2020-12-19,Drama,3.0,780
341,626,448,Boyz N the Hood,764,2006-08-24,Crime|Drama,1.3,200
342,414,74,Eulogy,756,1998-06-04,Comedy|Crime|Drama,3.2,702
343,288,689,"Alligator People, The",344,2023-04-14,Horror,6.2,405
344,16,456,"Last Castle, The",665,1991-01-07,Action,5.8,662
345,321,530,Untraceable,252,1999-11-16,Crime|Thriller,6.0,695
346,285,405,Here Comes the Groom,346,1993-08-15,Comedy|Musical|Romance,3.3,514
347,189,525,"Loved One, The",305,2002-08-19,Comedy,9.0,539
348,499,130,"Lords of Salem, The",62,2003-04-14,Horror|Thriller,9.5,734
349,675,223,Knute Rockne All American,599,2020-04-02,Drama,7.0,767
350,616,461,"Dunce Class on Vacation, The (Hababam sinifi tatilde)",413,2020-08-01,Comedy,3.9,244
351,559,118,"Descent, The",159,2010-08-22,Adventure|Drama|Horror|Thriller,4.9,73
352,772,475,Boy,450,2005-08-18,Comedy|Drama,7.2,597
353,789,592,Inside Paris (Dans Paris),743,2010-12-07,Drama,9.7,672
354,721,517,"Desert Fox, The",92,2011-06-05,Drama|War,2.2,41
355,121,48,Come Out and Play,54,2000-05-05,Horror,7.5,523
356,249,646,"President's Man: A Line in the Sand, The",462,2008-05-03,Action|Drama|Thriller,2.0,82
357,584,72,Deep Rising,362,2016-01-14,Action|Horror|Sci-Fi,2.3,783
358,465,687,The Duke of Burgundy,696,1996-09-28,Drama,4.2,174
359,339,451,Hello Ladies: The Movie,784,2005-01-29,Comedy,3.6,421
360,456,149,Original Gangstas,143,1994-05-03,Crime,8.2,504
361,207,10,Cowboy del Amor,584,2008-03-14,Documentary,7.1,565
362,79,606,The Boy,75,2016-04-13,(no genres listed),6.0,526
363,166,16,"Legend of Lobo, The",584,2024-08-15,Adventure|Children,4.9,310
364,437,113,Privates on Parade,409,2019-07-07,Comedy|Drama|War,8.9,703
365,435,298,Oblivion Island: Haruka and the Magic Mirror (Hottarake no shima - Haruka to maho no kagami),582,2012-09-24,Adventure|Animation|Fantasy,6.0,92
366,167,132,Sweet Movie,244,2000-02-04,Comedy|Drama,9.3,679
367,33,463,Violence at Noon (Hakuchu no torima),313,1997-10-10,Drama,7.9,181
368,340,523,Child's Play 2,48,2012-05-04,Horror|Thriller,8.0,672
369,618,106,Dallas,609,1997-08-28,Western,5.8,162
370,513,291,Company of Heroes,579,2016-11-02,Action|War,1.1,204
371,670,75,Educating Rita,267,2018-03-08,Comedy|Drama,1.0,614
372,512,597,Blame It on the Bellboy,70,1990-11-04,Comedy,9.5,117
373,284,68,Rage,601,2010-03-26,Drama,8.0,791
374,618,68,"Steam Experiment, The",503,2024-07-03,Drama|Thriller,8.3,26
375,570,125,Trailer Park Boys: Countdown to Liquor Day,520,2009-09-08,Comedy|Crime,6.9,392
376,396,731,247°F ,489,1992-05-28,Horror|Thriller,1.8,751
377,751,705,Splendor in the Grass,601,2013-09-28,Drama|Romance,4.6,71
378,655,50,Eden,84,2017-10-18,Drama|Romance,8.9,558
379,30,794,Jesus Christ Vampire Hunter,711,2017-07-27,Action|Comedy|Horror|Musical,2.7,584
380,650,474,Apartment Zero,94,2003-10-28,Drama|Thriller,9.1,794
381,678,356,God's Gun,332,2021-07-28,Western,6.9,548
382,485,634,"House of the Seven Gables, The",488,1994-11-12,Drama|Thriller,3.6,697
383,707,608,Van Diemen's Land,657,2002-09-27,Drama,5.3,285
384,794,246,All the Rage (It's the Rage),747,2018-03-29,Drama,2.9,793
385,320,260,Election,519,1992-04-12,Comedy,2.0,262
386,180,326,Ringers: Lord of the Fans,456,2020-09-12,Comedy|Documentary,5.5,102
387,431,575,Love in the Afternoon,242,2005-11-21,Comedy|Romance,6.0,20
388,636,530,"Month by the Lake, A",758,1995-04-17,Comedy|Drama|Romance,3.2,607
389,23,12,Children of the Damned,367,1992-05-02,Horror|Sci-Fi|Thriller,9.2,613
390,195,287,"Dunce Class on Vacation, The (Hababam sinifi tatilde)",759,2011-05-10,Comedy,3.4,380
391,794,747,"Dark Half, The",131,2002-02-07,Horror|Mystery,8.5,620
392,670,701,Twins,31,2000-01-24,Comedy,7.2,276
393,770,715,"Girl from Monday, The",380,2015-01-02,Action|Comedy|Sci-Fi,7.2,769
394,363,293,Nameless Gangster (Bumchoiwaui junjaeng),600,1993-09-18,Crime|Thriller,10.0,365
395,37,600,Role Models,550,2001-05-07,Comedy,7.3,497
396,31,681,Irreconcilable Differences,63,2024-11-07,Comedy|Drama|Romance,7.9,358
397,16,326,Love Is News,154,1994-08-10,Comedy|Romance,5.8,417
398,89,475,"Emperor's New Groove, The",327,2000-07-02,Adventure|Animation|Children|Comedy|Fantasy,1.2,85
399,625,593,In God We Teach,521,1993-11-16,Documentary,7.3,152
400,214,35,First Position,372,2014-04-25,Documentary,9.6,621
401,177,369,"Man Who Could Work Miracles, The",594,1992-04-04,Comedy|Fantasy,8.5,765
402,399,681,"A-Team, The",556,1992-04-10,Action|Comedy|Thriller,8.8,147
403,355,306,Miss Violence,399,1990-05-26,Drama|Mystery,3.9,277
404,656,46,Chosin ,192,1996-05-31,Documentary|War,4.4,56
405,615,763,All Good Things,332,2014-06-10,Drama|Mystery|Thriller,5.4,428
406,210,227,Silvestre,408,1996-10-05,Drama,1.2,251
407,207,437,Tarzan and His Mate,91,2006-05-12,Action|Adventure,7.1,357
408,247,561,"Oily Maniac, The (You gui zi)",601,2011-12-08,Horror,1.7,766
409,402,627,Son of Paleface,561,2020-09-21,Action|Comedy|Romance|Western,2.1,168
410,146,335,Trancers II,159,2002-12-11,Action|Sci-Fi,3.4,735
411,593,400,"Black Orchid, The",581,1997-04-01,Drama,9.0,753
412,45,4,"Place of One's Own, A",665,2003-07-07,Drama|Mystery|Thriller,1.6,740
413,108,715,"Kid Stays in the Picture, The",285,2019-01-25,Documentary,1.8,233
414,52,8,Angela,537,1999-01-08,Drama,7.0,554
415,218,590,R,712,1994-08-14,Drama,3.2,355
416,288,415,"Black Waters of Echo's Pond, The",143,2001-12-11,Fantasy|Horror|Thriller,9.5,550
417,150,544,The Last Station,532,1995-06-06,Drama,7.5,166
418,364,633,Mission: Impossible - Ghost Protocol,283,2004-06-12,Action|Adventure|Thriller|IMAX,1.6,719
419,780,710,Cinematographer Style,113,2022-10-11,Documentary,7.8,13
420,340,13,Black Like Me,90,2011-05-20,Drama,2.7,19
421,14,784,American Idiots,701,2008-08-31,Comedy|Romance,5.7,106
422,644,504,Joe Kidd,137,1990-09-11,Western,5.1,497
423,309,658,Paint It Yellow (Rang De Basanti),453,2021-05-20,Action|Comedy|Drama,3.4,510
424,250,723,"Man Who Captured Eichmann, The",255,2008-07-03,Drama|War,5.4,475
425,499,319,Can Mr. Smith Get to Washington Anymore?,649,2000-11-17,Documentary,7.1,486
426,732,161,Jean-Michel Basquiat: The Radiant Child,738,2023-03-24,Documentary,9.7,634
427,607,37,Bay of Angels (La baie des anges),665,2001-12-27,Drama|Romance,3.1,585
428,770,126,Abbott and Costello Meet Dr. Jekyll and Mr. Hyde,86,2023-06-25,Comedy|Horror|Sci-Fi,9.3,100
429,725,393,Grown Ups,555,2019-11-24,Comedy,7.0,16
430,784,541,Enchantment,130,2022-03-12,Drama|Romance,7.0,676
431,540,80,Captain Conan (Capitaine Conan),623,2010-04-18,Drama|War,7.2,282
432,638,717,Vigilante,229,2015-03-15,Action|Crime|Drama,3.6,340
433,278,455,Dead Set,128,2022-05-12,Comedy|Drama|Horror,2.9,514
434,644,332,Navy Seals,384,1992-11-20,Action|Adventure|War,5.8,689
435,792,137,Evangelion: 1.0 You Are (Not) Alone (Evangerion shin gekijôban: Jo),746,2004-12-21,Action|Animation|Sci-Fi,3.4,798
436,399,494,Forever Mine,260,1999-08-21,Crime|Drama|Romance|Thriller,5.7,696
437,783,590,"Big Town, The",89,1994-06-25,Drama|Romance|Thriller,8.2,289
438,732,520,Balls Out: Gary the Tennis Coach,404,1994-04-03,Comedy,8.2,549
439,388,525,This American Journey,755,2000-04-14,Documentary,2.1,376
440,506,236,Coney Island,5,2000-05-29,Comedy,3.5,287
441,212,526,Tinker Tailor Soldier Spy,198,1996-07-05,Drama|Film-Noir|Thriller,2.6,785
442,214,305,Devil Hunter (El caníbal),152,2013-02-25,Horror,3.6,529
443,590,110,"River Murders, The",651,2017-02-23,Thriller,2.3,591
444,188,208,"Cat in the Hat, The",490,2008-09-21,Children|Comedy,4.8,97
445,32,625,Fragile,448,2003-09-13,Horror|Thriller,9.4,481
446,503,351,Moscow Does Not Believe in Tears (Moskva slezam ne verit),484,1999-12-08,Drama|Romance,5.8,392
447,618,411,My Sucky Teen Romance,283,2020-04-08,Comedy,8.9,337
448,35,328,In Passing,27,2001-10-08,Drama|Fantasy|Mystery,7.5,421
449,471,326,PK,124,2009-12-01,Comedy|Drama|Fantasy|Mystery|Romance,3.0,340
450,470,428,If Looks Could Kill,736,1993-03-21,Action|Comedy,5.3,766
451,738,138,"Christmas Carol, A",365,1997-12-06,Children|Drama|Fantasy,7.7,564
452,630,222,Shadows of a Hot Summer (Stíny horkého léta),622,2005-11-13,Drama|Thriller,2.2,275
453,239,388,Second in Command,171,1992-09-10,Action|Thriller,6.6,532
454,429,655,My Life in Ruins,714,2020-03-16,Comedy,4.5,283
455,661,86,Hysteria,578,1990-04-17,Comedy|Romance,4.2,337
456,411,210,Real Steel,449,2001-08-02,Action|Drama|Sci-Fi|IMAX,2.4,177
457,306,528,"Texas Chainsaw Massacre: The Beginning, The",753,2017-10-20,Horror|Thriller,7.8,186
458,431,471,Phil Spector,613,2011-10-29,Drama,4.8,585
459,537,169,Hour of the Wolf (Vargtimmen),424,1997-05-25,Drama|Horror,3.1,739
460,688,781,"Girl, The",500,2019-05-15,Drama,3.6,572
461,764,186,Don,126,2019-10-09,Action|Comedy|Crime|Drama|Musical|Thriller,3.3,769
462,123,668,Louis C.K.: Chewed Up,225,1991-01-17,Comedy,1.3,17
463,370,466,More Than a Game,692,1992-04-05,Documentary,7.7,3
464,28,202,Smashing Time,718,2022-07-14,Comedy,4.8,513
465,130,277,Wal-Mart: The High Cost of Low Price,377,2005-11-11,Documentary,9.5,590
466,305,131,TiMER,267,2008-05-11,Comedy|Drama|Fantasy|Romance,6.1,634
467,194,223,"Onion Movie, The",622,1997-07-08,Comedy,2.9,445
468,561,46,"Promise, The (Versprechen, Das)",532,2011-10-17,Drama|Romance,6.3,602
469,26,437,Pearls and Pigs (Helmiä ja sikoja),669,2015-12-13,Comedy,6.1,789
470,487,552,Waltz with Bashir (Vals im Bashir),73,2006-06-19,Animation|Documentary|Drama|War,1.6,568
471,785,184,"Pure Formality, A (Pura formalità, Una)",70,2011-05-09,Crime|Film-Noir|Mystery|Thriller,6.1,488
472,6,237,Johns,76,2017-10-25,Drama,5.6,200
473,371,157,Hearts and Minds,315,2008-10-27,Drama,7.5,279
474,642,562,State Fair,466,2020-05-22,Musical|Romance,7.3,170
475,296,546,Mad About Mambo,631,2020-08-02,Comedy|Romance,7.7,398
476,604,103,Edmond,709,2020-08-09,Drama|Thriller,1.4,309
477,719,438,Away with Words (San tiao ren),641,2004-07-22,(no genres listed),6.9,286
478,20,361,Remonstrance,287,1993-01-29,(no genres listed),4.9,772
479,43,418,In Her Shoes,666,2004-04-23,Comedy|Drama,3.2,763
480,476,345,Pillow Talk,793,1998-12-29,Comedy|Musical|Romance,2.1,306
481,672,546,Stefano Quantestorie,382,1992-08-17,Comedy|Drama,1.4,593
482,725,342,"House of Seven Corpses, The",259,2015-04-27,Horror,1.9,769
483,108,109,Any Given Sunday,485,2012-01-21,Drama,1.2,575
484,364,510,Pepe,704,1991-07-06,Comedy|Musical,5.2,371
485,523,342,"Cameraman's Revenge, The (Mest kinematograficheskogo operatora)",467,1992-05-13,Animation|Comedy,4.5,53
486,246,385,Abbott and Costello Meet the Keystone Kops,786,2005-02-23,Comedy,8.2,735
487,44,439,Heart of a Lion,226,2016-12-22,Comedy|Drama|Romance,8.6,60
488,134,222,Just the Ticket,203,1998-04-20,Comedy|Romance,2.3,460
489,184,147,Edmund Kean: Prince Among Lovers (Kean),792,2021-07-01,Drama,9.1,135
490,751,307,"Yesterday, Today and Tomorrow (Ieri, oggi, domani)",606,2013-02-02,Comedy,6.9,715
491,128,48,Raise the Titanic,102,2017-07-11,Drama|Thriller,3.8,139
492,748,528,Mississippi Masala,123,2002-02-17,Drama|Romance,1.6,269
493,346,703,Jesse Stone: Benefit of the Doubt,675,2021-07-02,Crime|Drama,5.6,550
494,605,748,"Kids in the Hall: Same Guys, New Dresses",311,2012-11-26,Comedy|Documentary,4.6,735
495,479,618,Roula,228,2024-06-07,Drama,7.4,147
496,86,448,"Monster, The (Mostro, Il)",473,2019-01-31,Comedy,3.2,214
497,625,84,Louie Bluie,288,2014-03-02,Documentary,7.3,590
498,378,759,"Heaven Knows, Mr. Allison",528,1999-10-31,Drama|War,7.4,774
499,151,456,"Road, Movie",410,2014-08-18,Comedy|Drama|Fantasy,1.6,627
500,606,121,Please Give,291,2007-12-31,Comedy|Drama,6.0,58
501,800,82,Pascali's Island,340,2004-04-26,Drama,1.0,376
502,272,31,Look Who's Talking Too,299,2002-01-23,Comedy|Romance,4.1,181
503,110,145,Besa (Solemn Promise),5,2017-06-30,Drama|Romance|War,4.7,637
504,509,679,Three Crowns of the Sailor (Les trois couronnes du matelot),751,2010-03-18,Drama|Fantasy,5.4,747
505,173,503,"Carpenter, The",178,2022-11-02,Horror|Thriller,5.6,111
506,796,352,Donkey Skin (Peau d'âne),198,2007-05-15,Children|Drama|Fantasy|Musical|Romance,3.9,322
507,648,551,"Case of the Whitechapel Vampire, The",427,1994-02-20,Crime|Mystery,7.7,327
508,695,241,Hearts of the West,421,2002-02-02,Comedy|Western,7.3,595
509,152,3,Ito: A Diary of an Urban Priest (Seitti - kilvoittelijan päiväkirja),587,2004-02-14,Documentary,8.2,606
510,215,145,Roula,725,2015-03-31,Drama,9.5,184
511,617,521,Unspeakable Acts ,430,2022-04-03,Drama,2.4,582
512,440,556,Detention,264,1992-09-21,Comedy|Horror,8.9,369
513,557,135,"Christmas Carol: The Musical, A (Christmas Carol, A)",506,1993-02-10,Drama|Fantasy|Musical,9.8,352
514,197,634,The Little Matchgirl,36,1990-04-02,Animation,7.3,116
515,502,288,"Confessor, The (a.k.a. The Good Shepherd)",459,1996-06-30,Drama|Thriller,4.0,230
516,140,755,Vantage Point,531,2021-12-05,Action|Drama|Thriller,6.2,127
517,53,726,New Gladiators (I guerrieri dell'anno 2072),426,1992-10-04,Action|Drama|Mystery,9.7,278
518,67,121,21 Jump Street,269,1996-01-27,Action|Comedy|Crime,9.7,570
519,460,676,"Outfit, The",372,2020-08-13,Crime|Drama|Thriller,2.5,260
520,377,347,"Band Called Death, A",232,1994-07-01,Documentary,4.7,348
521,367,14,Queen - Rock Montreal,71,1998-10-26,(no genres listed),1.5,702
522,326,46,"Skulls, The",153,1996-06-07,Thriller,6.8,533
523,616,738,Shine,281,2003-10-06,Drama|Romance,4.2,127
524,142,763,Our Relations,720,2006-03-28,Comedy,4.8,398
525,215,266,Schooled: The Price of College Sports ,323,2006-01-16,Documentary,2.6,555
526,135,492,Love in the Time of Hysteria (Sólo con tu pareja),446,2006-07-29,Comedy|Romance,9.0,366
527,104,472,"Love Song for Bobby Long, A",470,1991-07-27,Drama,9.5,359
528,41,524,House of Sand (Casa de Areia),133,2023-11-11,Drama,8.4,149
529,656,13,White Mischief,276,2003-02-19,Crime|Drama|Romance|Thriller,7.4,205
530,84,162,Police Academy 6: City Under Siege,476,1995-09-06,Comedy|Crime,7.1,564
531,620,726,Stay Cool,766,2018-03-22,Comedy|Drama|Romance,3.8,537
532,366,19,High and Low (Tengoku to jigoku),248,2020-09-07,Crime|Drama|Film-Noir|Thriller,5.4,90
533,770,398,"Study in Terror, A",141,2022-02-20,Crime|Drama|Horror,3.5,34
534,679,588,Dead Men Walk,472,2004-02-19,Drama|Horror|Mystery,9.1,711
535,298,743,Speed Racer,794,1991-07-21,Action|Children|Sci-Fi|IMAX,3.2,158
536,674,730,Hurt,62,2003-08-11,Drama|Horror|Thriller,7.9,773
537,230,155,Bey Yaar,383,2018-09-19,Children|Comedy|Drama,8.7,286
538,42,8,Out in the Dark,289,2005-09-14,Drama|Romance,8.6,349
539,738,242,The Vexxer,268,1997-01-20,Comedy|Crime,7.8,166
540,554,483,My Favorite Season,542,2007-04-01,Drama,7.9,384
541,207,181,They Call Me Bruce? (a.k.a. A Fistful of Chopsticks),78,2023-05-06,Comedy,3.7,272
542,19,525,Passage to Marseille,206,2016-01-08,Adventure|Drama|War,2.6,415
543,530,361,Hell and Back Again,184,2014-09-12,Documentary|Drama|War,7.1,566
544,767,274,"Mariachi, El",587,1993-12-29,Action|Crime|Thriller|Western,3.0,126
545,264,162,Female Perversions,267,2015-08-05,Drama,4.3,601
546,678,444,On the Run,567,2010-10-12,Crime|Drama|Thriller,6.3,248
547,732,527,One Small Hitch,448,2020-08-16,Comedy|Romance,4.5,758
548,554,791,Hatchet III,382,2024-05-05,Comedy|Horror,5.8,63
549,522,77,American Buffalo,685,2023-09-19,Crime|Drama,9.5,9
550,692,245,Love Letters,214,1993-02-05,Drama|Mystery|Romance,3.9,284
551,367,289,"Englishman in New York, An",677,2001-02-24,Drama,9.7,712
552,790,147,"Lawless Breed, The",462,2020-09-04,Action|Romance|Western,4.2,143
553,196,655,Floating,81,2008-06-20,Drama,7.2,83
554,772,676,Shoot 'Em Up,263,2015-03-08,Action|Comedy|Crime,9.5,108
555,620,538,Babies (Bébé(s)),404,1995-09-24,Documentary,7.3,660
556,753,449,Schwarze Sonne,486,1990-11-23,Documentary,7.5,208
557,55,333,Lost Souls,753,2012-03-16,Drama|Horror|Thriller,8.8,390
558,107,141,Cows (Vacas),595,1995-10-01,Drama,7.6,594
559,531,128,"Monster Walks, The",83,1993-06-29,Horror,2.3,606
560,226,591,Sidewalks of London (St. Martin's Lane),198,2015-05-21,Comedy,8.9,208
561,780,23,Sense & Sensibility,239,2023-12-10,Drama|Romance,4.9,62
562,793,704,Horse Feathers,45,2022-03-04,Comedy,2.1,633
563,507,380,Vlad Tepes (Vlad &#354;epe&#351;),547,2008-03-16,Drama,3.1,665
564,515,308,"Scout, The",654,2004-05-26,Comedy|Drama,7.9,537
565,150,529,"Master and Margaret, The (Il maestro e Margherita)",232,2016-10-20,Drama|Fantasy|Romance,5.4,193
566,6,183,"Red Desert (Deserto rosso, Il)",582,2016-02-18,Drama,7.0,213
567,81,363,Moll Flanders,109,2023-12-31,Drama,9.5,290
568,548,696,Villa Rides!,149,2015-03-11,War|Western,9.0,372
569,357,75,Where Sleeping Dogs Lie,689,2015-04-24,Crime,4.1,97
570,731,742,Renaissance,579,2001-08-21,Action|Animation|Film-Noir|Sci-Fi|Thriller,5.1,557
571,771,107,"Dreamworlds II: Desire, Sex, Power in Music Video",38,2005-03-10,Documentary,5.7,561
572,419,487,Black Widow,57,2018-08-28,Drama|Mystery,2.9,254
573,760,179,Sordid Lives,395,2010-07-22,Comedy,7.0,529
574,707,245,Scooby-Doo! WrestleMania Mystery,445,2019-02-18,Animation|Children,7.5,657
575,468,671,300: Rise of an Empire,146,2008-06-09,Action|Drama|War|IMAX,7.4,509
576,663,444,Dead Men Tell,232,2024-10-15,Comedy|Crime|Drama|Mystery|Thriller,1.5,648
577,522,275,Alice in Wonderland,183,2021-02-27,Adventure|Comedy|Fantasy,5.9,56
578,551,110,Sorority Row,81,2001-09-02,Horror|Thriller,4.1,659
579,99,24,Hair,244,1996-04-24,Comedy|Drama|Musical,6.4,421
580,414,3,Close Encounters of the Third Kind,320,1990-07-24,Adventure|Drama|Sci-Fi,9.3,339
581,509,216,"Bon Cop, Bad Cop",701,1992-11-18,Action|Comedy|Crime|Thriller,6.4,186
582,661,688,"Truth About Love, The",573,2019-12-30,Comedy|Romance,5.8,269
583,539,382,"Divide, The",262,1995-11-08,Thriller,7.9,113
584,475,138,Little Birds,157,2004-12-11,Drama,8.1,43
585,503,744,Funny Bones,522,2014-08-05,Comedy|Drama,7.7,85
586,98,587,"Fourth State, The (Die vierte Macht)",686,1994-06-14,Thriller,1.9,180
587,389,243,Enough,284,1990-05-28,Drama|Thriller,2.5,94
588,308,251,Dying Breed,12,1999-01-03,Horror|Thriller,7.5,628
589,343,757,I Drink Your Blood,80,1992-09-10,Horror,2.9,309
590,266,673,Sacred Heart,793,2002-07-23,(no genres listed),3.0,310
591,590,169,DarkBlueAlmostBlack (Azuloscurocasinegro),523,2005-04-15,Drama|Romance,8.9,604
592,634,153,"New Life, A (La vie nouvelle)",402,2004-07-25,Drama,8.8,455
593,668,781,"Appeared, The (Aparecidos)",539,2002-07-17,Horror|Thriller,6.9,182
594,324,164,The Auction,56,2006-10-09,Drama,2.2,386
595,627,375,Backtrack (Catchfire),289,1994-12-15,Action|Drama|Thriller,5.6,636
596,525,179,"Jacob the Liar (Jakob, der Lügner)",107,2007-09-03,Drama,1.9,84
597,671,706,August,641,2020-10-02,Drama,9.5,304
598,458,217,What's Your Number?,177,2019-02-16,Comedy|Romance,2.9,60
599,211,298,Citizen Kane,672,2009-06-10,Drama|Mystery,2.7,659
600,498,345,I'll Be Home For Christmas,712,2011-08-30,Comedy|Romance,9.0,41
601,30,201,"Pianist, The",666,2023-06-16,Drama|War,7.7,592
602,155,434,"Exterminating Angel, The (Ángel exterminador, El)",719,1999-04-03,Comedy|Drama|Fantasy|Mystery,7.8,553
603,157,211,Genocide,682,1993-07-29,Documentary,2.9,792
604,796,330,"Captive, The",695,2015-02-05,Crime|Drama|Thriller,4.4,192
605,45,305,Pi,601,1999-02-23,Drama|Sci-Fi|Thriller,3.7,163
606,600,699,Under the Bridges (Unter den Brücken),730,2009-06-12,Comedy|Drama|Romance,10.0,363
607,257,172,"Edukators, The (Die Fetten Jahre sind vorbei)",425,2010-02-13,Comedy|Crime|Drama|Romance,7.3,46
608,60,332,Overnight,723,1991-01-23,Documentary,8.8,316
609,528,474,Still Life (Sanxia haoren),767,2003-11-16,Drama|Romance,6.5,777
610,591,294,"Breaking Point, The",277,1995-12-01,Crime|Drama|Film-Noir,9.2,97
611,169,507,"Thrushes Are Still Singing, The (Ta kourelia tragoudane akoma...)",699,2016-02-09,Adventure|Crime|Drama,3.9,429
612,448,540,Free Range (Ballaad maailma heakskiitmisest),7,2021-12-11,Drama,2.8,7
613,523,405,Other People's Money,217,2007-03-29,Comedy|Drama|Romance,3.1,274
614,241,274,Remington and the Curse of the Zombadings,785,1997-08-05,Comedy|Drama|Horror,3.9,57
615,57,637,Big Shots,88,1992-03-14,Adventure|Children|Comedy,1.3,402
616,40,740,Dr. Cyclops,172,2014-04-06,Adventure|Horror|Sci-Fi,9.7,229
617,560,381,Wuthering Heights,166,2001-12-20,Drama,1.7,693
618,798,686,One of Our Dinosaurs Is Missing,25,2010-05-10,Adventure|Comedy,5.7,185
619,4,234,Palms (Ladoni),613,2024-05-13,Documentary,2.8,81
620,460,255,"Hole, The",49,2019-02-25,Crime|Drama|Horror|Mystery|Thriller,1.7,246
621,519,596,The Finzi Detective Agency,661,2015-03-29,Comedy|Crime,9.0,339
622,71,795,Monty Python and the Holy Grail,774,2022-01-28,Adventure|Comedy|Fantasy,6.5,607
623,16,563,Welcome to L.A.,13,2010-06-06,Drama|Musical,5.6,264
624,471,794,Kings of Recycling (Kierrätyksen kuninkaat),271,2010-12-16,Documentary,1.4,206
625,168,266,Chu Chin Chow,556,2002-05-07,Comedy|Fantasy|Musical,1.1,137
626,693,679,Canon,304,2012-01-21,Animation,6.8,272
627,583,512,Season of Monsters (Szörnyek évadja) ,187,2020-09-28,Drama,2.8,372
628,488,509,Kandahar (Safar e Ghandehar),651,1996-05-16,Drama,6.3,377
629,452,160,Mondo Topless,754,2024-07-28,Documentary,6.6,73
630,317,537,"Bikini Carwash Company, The",330,2008-04-19,Comedy,7.7,192
631,788,447,"Naked Face, The",643,2023-05-09,Action|Mystery|Thriller,2.0,793
632,798,642,Nancy Drew,237,2021-03-22,Adventure|Crime|Thriller,2.6,128
633,335,438,Chandu the Magician,203,2006-11-07,Action|Adventure|Fantasy|Sci-Fi,1.7,38
634,596,8,Around the World in 80 Days,784,2009-09-19,Adventure|Comedy,5.5,306
635,791,468,"Life and Times of Hank Greenberg, The",165,2001-07-18,Documentary,7.2,373
636,453,731,Onegin,717,1994-05-06,Drama|Romance,5.7,194
637,449,64,"Brandon Teena Story, The",213,2022-10-06,Documentary,3.7,667
638,332,145,Mulan,232,1995-09-21,Adventure|Animation|Children|Comedy|Drama|Musical|Romance,6.0,193
639,444,318,Cinema Verite,73,2003-05-07,Drama,9.7,463
640,758,191,Minecraft: The Story of Mojang,697,1993-09-24,Documentary,2.1,614
641,468,205,The New Centurions,316,2006-02-26,Action|Crime|Drama,1.6,705
642,630,468,"Man with Two Brains, The",252,1991-11-21,Comedy,3.8,630
643,107,621,Pauline & Paulette (Pauline en Paulette),409,1992-11-03,Comedy|Drama,6.7,675
644,446,653,Can't Help Singing,403,2022-05-11,Musical|Western,2.9,392
645,675,496,Syrup,758,2011-11-15,Comedy|Drama,2.7,556
646,413,169,Khumba,46,2017-03-14,Adventure|Animation|Children,9.2,542
647,496,701,Wild About Harry,299,2009-12-31,Comedy|Drama|Romance,5.5,800
648,154,61,In Your Dreams (Dans tes rêves),533,2014-05-17,Drama,7.2,648
649,606,60,An American Tail: The Treasure of Manhattan Island,763,2013-07-24,Adventure|Animation,2.2,100
650,794,359,Django 2: Django Strikes Again,430,2007-03-18,Western,6.5,27
651,83,671,Monkey Business,329,2016-11-24,Comedy|Sci-Fi,1.6,249
652,579,682,Toomorrow,342,2003-09-14,Comedy|Musical|Sci-Fi,9.5,381
653,640,347,"4 Months, 3 Weeks and 2 Days (4 luni, 3 saptamâni si 2 zile)",506,1990-09-19,Drama,6.1,742
654,782,754,"Lord of the Rings, The",585,2023-05-11,Adventure|Animation|Children|Fantasy,7.5,103
655,259,185,High Time (Big Daddy),630,2002-12-07,Comedy|Musical,4.7,726
656,475,499,"Man from Elysian Fields, The",130,1999-01-01,Drama,2.2,273
657,445,512,Codependent Lesbian Space Alien Seeks Same,54,2016-11-05,Comedy|Romance|Sci-Fi,7.1,297
658,580,345,Mondo,572,1999-01-30,Drama,6.5,226
659,116,352,"Tailor of Panama, The",300,1993-11-20,Drama|Thriller,8.5,7
660,772,432,"Man from Beyond, The",612,2024-07-04,Mystery,7.9,740
661,22,403,Reclaim Your Brain (Free Rainer),663,2025-03-09,Comedy|Crime|Drama|Romance,7.8,747
662,652,115,California Conquest,752,2009-09-08,Adventure|Romance|Western,1.9,566
663,267,263,Absolute Power,492,1997-04-22,Mystery|Thriller,8.2,773
664,351,171,Dragon Ball Z: Battle of Gods,288,2016-02-24,Action|Animation|Fantasy|IMAX,3.2,59
665,312,126,"Friend Among Strangers, Stranger Among Friends (Svoy sredi chuzhikh, chuzhoy sredi svoikh)",137,2008-02-13,Action|War|Western,2.3,193
666,794,695,"Darjeeling Limited, The",69,2018-09-12,Adventure|Comedy|Drama,6.3,111
667,510,384,Eureka,292,2003-10-28,Drama,3.9,771
668,459,17,Kiwi!,167,2002-05-31,Action|Animation,4.1,311
669,693,408,Unhook the Stars,657,1990-07-07,Drama,2.5,611
