ContractID,CreatorID,ProductionID,StartDate,EndDate,Payment,RoleContract
475,512,324,2018-06-19,2025-07-12,39784.4,Director
476,416,359,2013-04-15,2025-05-19,49180.78,Co-Producer
477,798,341,2000-09-26,2023-06-16,45036.16,Producer
478,346,654,1990-06-26,2027-05-20,66237.49,Writer
479,574,399,2011-09-21,2028-08-08,67875.76,Actor
480,167,646,2002-03-15,2022-07-19,17160.99,Writer
481,551,780,2011-11-07,2025-10-18,67487.25,Producer
482,3,81,1992-11-05,2023-05-23,74222.16,Co-Producer
483,616,747,1998-04-28,2022-08-05,45299.55,Producer
484,357,622,2001-12-26,2024-06-28,72679.39,Actor
485,650,283,2009-03-24,2026-02-03,65394.43,Co-Producer
486,427,155,2019-01-20,2028-10-22,47728.36,Main
487,256,679,2008-06-28,2028-08-30,23640.78,Co-Producer
488,368,472,1991-02-18,2023-05-23,71308.26,Main
489,790,70,1995-12-03,2026-07-16,67530.29,Co-Producer
490,695,643,2007-11-14,2025-06-18,54809.5,Writer
491,471,91,1990-11-25,2028-03-21,42058.05,Co-Producer
492,450,42,1994-07-30,2027-10-05,38487.2,Producer
493,140,48,1991-04-08,2029-02-02,30900.38,Producer
494,230,326,2000-01-17,2027-12-18,42235.74,Writer
495,269,720,2013-01-11,2023-10-22,45954.87,Main
496,415,625,1990-04-05,2026-06-04,19472.3,Co-Producer
497,536,34,1992-01-17,2026-12-20,59345.11,Writer
498,356,577,1993-02-07,2023-02-13,35857.38,Co-Producer
499,192,677,1995-09-27,2024-08-11,58108.08,Director
500,70,695,2005-08-03,2026-03-16,21501.62,Main
501,46,544,2014-11-04,2027-07-19,21870.46,Supervisor
502,710,84,2017-02-12,2025-10-03,25965.89,Writer
503,69,432,2015-06-27,2028-09-08,23469.15,Actor
504,62,332,1997-02-05,2025-06-15,61766.92,Writer
505,134,257,2006-08-28,2028-07-28,23477.76,Co-Producer
506,554,255,2016-04-22,2026-06-28,46889.26,Co-Producer
507,85,624,1990-05-18,2025-09-07,47158.26,Main
508,35,195,1991-05-12,2025-01-01,64219.07,Supervisor
509,738,62,2015-10-22,2027-12-28,56674.81,Writer
510,277,693,2004-02-01,2026-11-20,38835.97,Writer
511,61,165,2005-07-06,2027-03-09,29997.41,Writer
512,526,134,1997-01-05,2023-12-12,45042.08,Co-Producer
513,690,351,2014-06-29,2025-01-13,48778.14,Co-Producer
514,629,614,2017-12-27,2022-04-27,34587.07,Writer
515,459,414,2007-01-09,2027-10-20,35928.26,Writer
516,455,39,2022-02-13,2028-12-08,31666.37,Co-Producer
517,633,86,2004-05-13,2023-03-28,71532.42,Actor
518,45,664,2014-05-29,2024-12-09,13958.64,Writer
519,781,9,2015-02-08,2028-03-10,23386.63,Supervisor
520,445,58,1996-02-23,2028-01-30,65210.21,Supervisor
521,264,356,2005-03-17,2029-02-25,32417.58,Supervisor
522,559,511,2010-08-14,2027-01-14,40561.04,Writer
523,141,508,2008-04-05,2028-06-14,66799.75,Actor
524,272,368,2020-12-28,2026-10-03,67708.15,Writer
525,391,82,1995-11-23,2023-12-19,53678.96,Writer
526,343,526,2003-11-23,2026-05-23,45380.7,Main
527,143,468,2018-11-17,2025-06-18,17277.98,Writer
528,270,85,1991-02-26,2029-02-22,29311.2,Supervisor
529,392,385,2000-12-07,2023-12-08,55102.13,Co-Producer
530,531,236,2018-08-07,2023-02-05,47336.75,Co-Producer
531,353,438,2005-03-15,2027-12-10,25035.79,Co-Producer
532,44,472,2009-01-30,2025-07-10,22237.36,Writer
533,118,82,2004-01-06,2023-08-22,55736.67,Supervisor
534,620,429,1999-11-07,2023-02-05,44210.76,Co-Producer
535,4,756,2005-05-11,2024-11-13,18907.05,Actor
536,51,132,1995-02-05,2029-02-08,76566.67,Actor
537,330,722,2009-10-26,2026-08-05,10571.4,Director
538,379,182,1991-11-20,2023-10-27,67028.93,Writer
539,312,583,2008-02-21,2025-07-19,30114.03,Supervisor
540,188,446,1990-05-22,2023-02-05,60943.55,Actor
541,198,330,1994-05-07,2024-05-13,28328.41,Writer
542,630,52,2017-09-02,2025-02-03,37324.22,Actor
543,351,617,2014-09-09,2024-03-29,60853.72,Main
544,747,755,2005-08-11,2026-08-28,64442.79,Supervisor
545,651,117,1990-06-13,2024-07-12,10419.59,Actor
546,232,725,2011-03-06,2027-02-04,78410.31,Director
547,446,6,1999-01-07,2027-05-22,19393.02,Director
548,650,652,2017-01-27,2023-03-22,58895.69,Main
549,372,485,2001-03-13,2026-01-20,28685.39,Supervisor
550,444,509,2020-11-05,2027-03-07,29764.24,Main
551,238,201,1999-05-22,2028-11-14,66445.11,Writer
552,733,287,2006-12-21,2028-02-11,64429.62,Supervisor
553,3,136,1993-06-07,2024-01-01,38470.08,Writer
554,324,49,2000-05-09,2028-12-30,64256.32,Co-Producer
555,474,746,2014-10-24,2023-05-27,76905.41,Co-Producer
556,565,671,2006-05-05,2022-06-09,37812.47,Main
557,631,683,2016-07-18,2026-05-01,71222.13,Writer
558,156,530,2017-10-28,2024-02-20,13055.29,Writer
559,376,408,1998-03-28,2024-12-07,73508.54,Actor
560,587,580,1994-06-25,2025-11-17,41412.95,Actor
561,580,671,2014-10-02,2025-02-17,29278.42,Supervisor
562,705,682,2002-09-06,2028-09-29,21375.74,Writer
563,497,95,1994-07-22,2028-12-22,78588.8,Co-Producer
564,223,403,2001-07-11,2024-02-01,27014.17,Actor
565,313,404,1995-05-17,2025-11-20,54771.6,Director
566,703,312,2004-04-20,2022-06-23,18051.31,Writer
567,416,646,2002-02-06,2023-12-17,17359.0,Director
568,485,366,1991-03-01,2025-08-29,51009.39,Main
569,511,99,2006-01-26,2022-05-24,75967.5,Main
570,714,720,2016-05-06,2025-10-27,56080.22,Actor
571,685,445,2010-08-21,2026-10-13,28467.23,Producer
572,349,792,2001-04-25,2022-06-02,44978.66,Writer
573,226,345,1994-07-21,2025-04-18,11440.56,Producer
574,320,226,1996-06-27,2028-11-25,69396.72,Co-Producer
575,87,567,1992-04-12,2024-03-13,27887.45,Producer
576,92,461,1997-03-30,2025-03-07,73756.94,Director
577,778,343,2005-07-02,2022-06-28,15298.45,Producer
578,109,312,2012-10-18,2022-06-06,16803.33,Actor
579,251,198,2009-08-01,2026-02-05,53362.74,Supervisor
580,300,187,2019-05-28,2022-08-25,38883.45,Co-Producer
581,400,282,2003-10-14,2028-01-23,69493.84,Supervisor
582,781,481,2015-03-25,2026-05-14,64192.63,Writer
583,159,791,2016-02-19,2024-12-13,32487.99,Main
584,378,109,2011-05-28,2028-11-13,44826.15,Writer
585,373,63,1996-08-07,2027-07-15,14918.91,Writer
586,133,629,1992-09-12,2028-05-20,67854.93,Supervisor
587,415,263,1997-09-04,2028-04-05,52804.31,Producer
588,238,18,1997-01-03,2028-05-06,25848.19,Director
589,416,632,2013-10-14,2023-05-02,72858.45,Actor
590,296,323,1999-08-04,2025-04-26,12152.78,Supervisor
591,83,780,1995-05-25,2023-02-17,51094.75,Director
592,291,1,2009-08-16,2027-12-13,49926.85,Director
593,491,125,1996-07-05,2024-08-19,17946.16,Director
594,414,428,2004-05-17,2028-09-03,33401.75,Co-Producer
595,385,618,2012-08-10,2025-03-24,76882.88,Co-Producer
596,547,349,2001-08-13,2028-04-29,45513.52,Co-Producer
597,559,349,2018-12-22,2025-04-03,45320.28,Main
598,247,185,2010-02-11,2025-01-27,71476.55,Director
599,101,700,1999-01-17,2028-10-08,51696.68,Actor
600,756,486,2012-01-16,2026-07-09,61990.58,Director
601,794,588,2019-01-24,2028-04-27,33208.95,Writer
602,443,743,1991-03-08,2023-06-02,61654.95,Co-Producer
603,229,25,2013-08-28,2028-08-30,19858.79,Producer
604,39,374,1990-12-23,2022-09-07,37160.48,Writer
605,692,698,2004-07-16,2028-07-19,14971.99,Producer
606,134,274,2005-08-22,2024-07-22,63178.84,Director
607,722,475,1999-08-14,2026-01-04,24291.17,Director
608,62,251,2011-08-07,2027-02-03,73526.38,Director
609,13,233,2017-11-29,2024-04-26,13436.49,Writer
610,493,667,1995-01-20,2025-07-18,76937.99,Writer
611,499,782,1994-09-18,2022-09-23,27913.64,Co-Producer
612,133,435,1992-02-12,2028-05-15,76464.31,Director
613,669,255,1995-10-09,2027-10-13,67940.16,Director
614,266,794,2009-10-09,2027-05-31,16675.63,Supervisor
615,479,216,2014-02-24,2028-10-01,50586.55,Director
616,609,723,1991-09-13,2026-03-16,28295.76,Actor
617,537,565,2002-05-30,2024-12-16,67657.42,Producer
618,631,388,1992-05-20,2024-05-04,67296.55,Main
619,573,767,1997-04-03,2023-04-21,36906.96,Producer
620,539,115,1995-10-22,2025-01-25,47465.52,Co-Producer
621,407,321,1992-08-04,2024-08-07,58839.23,Writer
622,537,543,2014-10-16,2022-05-21,62065.95,Director
623,304,475,2010-05-28,2027-10-15,65441.43,Main
624,532,166,2019-07-21,2029-01-03,61134.61,Main
625,712,225,1997-07-08,2028-12-16,10866.48,Writer
626,132,87,2015-03-06,2026-12-18,65528.74,Supervisor
627,54,663,2010-04-26,2024-06-08,30751.11,Co-Producer
628,721,365,1994-05-19,2022-05-07,51405.19,Supervisor
629,564,71,2002-04-22,2024-06-12,28824.16,Writer
630,398,287,1990-12-16,2023-01-29,47711.92,Co-Producer
631,464,626,2015-02-24,2024-02-18,51512.04,Co-Producer
632,420,188,1995-04-23,2028-01-19,55006.74,Writer
633,541,365,2018-02-19,2027-07-05,13424.72,Main
634,490,174,1992-02-15,2026-04-10,23705.94,Supervisor
635,203,285,2010-04-22,2028-01-16,13443.09,Actor
636,346,405,2010-07-04,2023-10-04,32427.13,Main
637,251,379,2017-04-26,2025-09-01,27210.48,Actor
638,793,135,2006-10-31,2023-05-10,11976.12,Supervisor
639,558,211,2020-03-18,2027-09-29,62027.65,Writer
640,191,665,2013-09-07,2027-03-02,67292.09,Director
641,261,9,2020-08-08,2024-07-24,44833.82,Supervisor
642,573,476,2013-02-13,2024-12-14,12449.58,Actor
643,329,564,1998-11-01,2023-11-29,30677.7,Actor
644,712,7,2017-05-03,2027-10-28,62318.43,Main
645,232,530,2017-01-07,2022-05-21,69440.43,Co-Producer
646,160,110,1995-09-18,2023-03-19,55884.88,Director
647,404,726,2018-12-06,2022-12-15,33698.27,Supervisor
648,483,176,1993-12-13,2022-12-03,27757.46,Actor
649,201,537,2005-04-15,2025-07-04,18552.64,Co-Producer
650,308,177,2014-10-18,2024-09-29,48647.5,Actor
651,746,428,2008-07-18,2024-12-23,74468.68,Writer
652,768,147,2002-09-17,2027-01-27,34087.1,Co-Producer
653,503,326,2012-06-03,2027-12-22,43788.11,Producer
654,563,342,2020-07-29,2024-08-22,74643.26,Supervisor
655,574,403,2011-07-22,2026-06-27,26356.59,Co-Producer
656,781,432,2007-01-21,2027-03-09,20947.26,Actor
657,321,421,2004-11-14,2028-10-31,19365.04,Producer
658,441,402,2010-11-09,2024-02-08,34650.57,Main
659,768,78,2006-09-05,2028-04-17,32715.77,Co-Producer
660,432,163,2002-02-06,2025-04-22,74626.57,Actor
661,698,247,2018-01-03,2026-12-11,61180.77,Co-Producer
662,692,266,1993-07-15,2026-05-07,45233.53,Actor
663,296,179,1990-04-03,2025-06-07,29925.31,Writer
664,356,443,2012-02-29,2028-12-06,34397.94,Actor
665,551,591,2017-09-04,2025-09-04,65860.18,Actor
666,714,355,2017-12-25,2022-05-15,50620.41,Supervisor
667,323,85,1997-08-22,2028-01-28,30236.0,Main
668,630,607,2011-12-28,2028-02-02,70142.18,Supervisor
669,748,793,1990-06-09,2023-11-30,63834.47,Supervisor
670,469,763,2013-11-11,2023-10-09,12428.41,Co-Producer
671,685,698,2017-02-12,2025-11-10,31168.12,Co-Producer
672,402,745,1992-07-13,2028-08-11,65624.95,Director
673,678,610,2007-01-11,2025-04-14,34929.56,Director
674,93,727,2000-01-05,2027-08-05,68129.44,Producer
675,113,545,2016-02-12,2029-02-28,27141.8,Co-Producer
676,326,586,2018-07-15,2026-04-18,15892.95,Co-Producer
677,526,428,2007-06-07,2027-05-12,34602.51,Actor
678,577,153,2006-05-27,2027-11-19,25511.15,Director
679,171,538,1999-04-23,2023-06-08,35321.08,Producer
680,507,396,2002-02-15,2022-06-12,64096.85,Main
681,360,156,2010-05-29,2028-02-08,23049.79,Actor
682,709,574,2012-03-31,2028-01-15,73192.68,Co-Producer
683,97,657,2010-09-15,2027-08-08,53235.54,Main
684,590,634,1998-10-19,2025-10-06,12212.98,Actor
685,462,669,2005-03-30,2023-12-03,74674.22,Co-Producer
686,338,788,2007-03-16,2025-04-01,70032.05,Co-Producer
687,773,707,2005-07-14,2026-09-29,38204.94,Supervisor
688,728,365,1996-06-05,2028-02-07,22399.26,Writer
689,552,747,2017-09-12,2029-04-04,34425.51,Director
690,728,135,2012-12-20,2028-11-06,36394.23,Writer
691,644,134,2006-06-30,2026-01-27,64364.62,Director
692,503,15,2016-06-26,2025-05-23,46252.46,Producer
693,763,599,2013-03-20,2025-04-30,49051.61,Co-Producer
694,733,733,1994-10-11,2023-01-12,53802.84,Supervisor
695,133,234,1996-09-18,2025-12-03,73657.96,Actor
696,466,144,1993-06-23,2026-07-22,60372.94,Producer
697,235,83,2016-06-29,2025-05-09,56743.22,Actor
698,66,57,2004-10-20,2022-06-20,37911.97,Supervisor
699,79,85,2011-11-23,2027-08-13,28535.78,Producer
700,86,574,2013-08-22,2022-08-24,17094.42,Co-Producer
701,391,559,1994-12-30,2029-02-04,18412.69,Co-Producer
702,708,740,2003-01-22,2024-11-18,24043.9,Producer
703,344,709,2013-03-07,2027-01-15,26279.79,Main
704,222,614,2014-10-02,2025-07-07,26695.43,Supervisor
705,241,14,2010-12-04,2028-10-15,73850.85,Writer
706,586,679,2013-09-09,2022-12-21,46187.72,Writer
707,32,148,2007-10-26,2028-08-11,46196.63,Director
708,168,756,2005-01-14,2027-08-16,15047.81,Supervisor
709,638,22,2019-10-16,2024-08-25,67029.86,Director
710,227,783,2017-11-24,2025-02-03,72756.51,Co-Producer
711,453,489,2021-11-07,2028-05-24,61802.5,Main
712,638,734,1995-11-19,2024-05-31,42258.17,Supervisor
713,585,779,2021-04-01,2023-07-30,54198.82,Writer
714,603,211,2004-11-05,2027-06-14,56283.86,Writer
715,618,472,1998-01-20,2024-08-16,55209.99,Producer
716,245,140,1995-06-25,2023-06-30,71804.24,Main
717,276,355,1996-08-04,2022-12-31,43379.92,Producer
718,95,682,1998-02-05,2025-09-23,75994.44,Co-Producer
719,130,114,1992-11-03,2028-09-09,62677.0,Supervisor
720,279,18,2011-07-16,2026-02-03,32589.65,Writer
721,160,382,2010-03-06,2024-12-02,67692.15,Supervisor
722,84,31,2010-03-13,2022-09-09,31979.97,Director
723,517,294,2014-03-17,2028-12-17,40670.01,Co-Producer
724,49,72,2018-04-29,2027-06-20,40849.05,Director
725,654,137,2003-12-27,2024-08-14,43317.24,Producer
726,110,146,2008-05-30,2024-02-02,31319.93,Supervisor
727,197,274,2005-07-13,2028-07-21,67690.83,Writer
728,770,636,1997-03-07,2024-01-25,34454.17,Co-Producer
729,82,529,1996-04-17,2024-12-31,40443.59,Writer
730,55,385,2008-10-20,2025-01-27,49145.47,Director
731,347,351,2010-02-14,2029-01-30,62827.13,Director
732,89,73,2004-03-15,2029-03-26,34423.93,Producer
733,544,533,1991-12-17,2026-11-07,17093.76,Director
734,389,785,1998-03-23,2025-06-13,14377.55,Main
735,389,101,2005-06-29,2024-10-13,18317.83,Main
736,755,708,2008-02-17,2025-04-12,75766.69,Producer
737,592,312,2015-09-01,2026-09-13,58304.82,Writer
738,433,42,2010-02-13,2026-12-01,56699.51,Co-Producer
739,709,358,2005-08-30,2024-04-08,20092.3,Supervisor
740,100,742,2018-06-24,2024-10-11,37425.83,Main
741,131,484,1990-06-12,2029-01-09,52137.63,Producer
742,601,490,2012-11-29,2027-01-12,28842.78,Actor
743,535,308,2019-08-06,2022-08-05,43784.41,Actor
744,239,504,2008-03-21,2026-05-24,38841.21,Actor
745,137,77,2010-10-30,2025-02-04,39859.04,Actor
746,718,287,2019-03-16,2023-03-14,57191.52,Main
747,441,642,2001-09-20,2025-05-17,48390.28,Supervisor
748,194,85,2016-03-10,2027-07-30,63929.1,Actor
749,418,44,2013-02-23,2022-07-12,49530.64,Actor
750,800,298,1993-10-28,2028-10-17,50702.11,Producer
751,798,747,2006-07-10,2028-05-27,60802.58,Writer
752,176,647,2010-01-15,2025-11-13,71090.15,Director
753,147,701,1999-12-27,2025-05-03,72258.58,Main
754,572,256,2018-03-17,2022-05-28,30277.76,Actor
755,514,69,2000-04-19,2025-02-05,67657.47,Main
756,704,235,1994-10-17,2025-07-16,68467.46,Co-Producer
757,355,733,1991-06-29,2024-10-11,30578.1,Supervisor
758,624,529,2008-06-09,2029-01-28,40806.38,Producer
759,391,311,2018-04-04,2025-05-23,59944.98,Producer
760,25,119,1992-07-30,2025-10-25,70900.06,Supervisor
761,487,800,1994-10-20,2027-03-25,12108.97,Director
762,136,260,2009-06-05,2024-12-25,53127.28,Supervisor
763,45,219,2009-08-29,2028-04-18,53244.74,Supervisor
764,376,769,2002-11-27,2026-10-14,18699.74,Main
765,732,792,2012-01-06,2024-06-21,36457.06,Writer
766,65,156,2013-03-13,2022-07-12,26338.0,Co-Producer
767,262,82,2014-05-26,2024-06-11,52832.66,Actor
768,264,11,2008-04-19,2024-10-27,30476.6,Director
769,764,60,1995-05-13,2027-03-31,12682.94,Writer
770,159,205,1996-05-20,2023-05-04,72949.49,Actor
771,395,670,2002-01-10,2022-11-29,27427.0,Co-Producer
772,152,407,1999-07-03,2026-06-30,30411.08,Supervisor
773,512,560,1998-12-11,2023-11-04,54434.89,Producer
774,668,757,2008-12-31,2025-03-29,54148.22,Producer
775,742,229,2007-02-02,2028-08-04,25596.45,Main
776,633,505,2016-12-01,2022-10-28,15382.53,Main
777,790,160,1997-02-27,2025-08-01,68408.79,Co-Producer
778,369,714,2011-01-13,2026-07-06,34981.0,Main
779,156,536,1999-12-13,2024-06-20,41711.75,Actor
780,791,612,2009-01-08,2023-06-07,23810.13,Writer
781,53,441,2003-01-28,2024-08-10,15464.75,Actor
782,631,737,2006-06-07,2023-09-01,29298.92,Co-Producer
783,124,206,1992-09-11,2025-06-01,15928.79,Main
784,304,154,2015-10-14,2028-06-08,74216.51,Producer
785,626,66,1991-07-14,2027-12-30,54940.67,Writer
786,341,591,2001-07-04,2025-11-16,62665.06,Actor
787,235,449,2010-03-28,2022-10-07,45011.76,Co-Producer
788,10,82,1994-02-20,2022-07-07,58646.49,Supervisor
789,563,528,2011-09-08,2028-11-29,66162.86,Supervisor
790,501,659,2003-11-04,2027-12-22,28494.7,Co-Producer
791,706,25,2016-05-07,2023-02-11,27423.9,Director
792,442,342,2019-06-28,2028-06-17,12700.85,Actor
793,212,584,1992-05-08,2026-01-03,69578.09,Director
794,115,474,2012-09-17,2025-01-17,26522.73,Supervisor
795,132,422,2003-03-02,2022-09-10,21390.1,Writer
796,228,277,2014-12-13,2025-07-03,19662.86,Director
797,219,546,2011-03-13,2027-07-27,72626.96,Main
798,240,364,2005-09-17,2022-11-10,18224.98,Writer
799,794,88,2014-02-19,2025-10-14,27843.64,Main
800,716,63,2016-06-22,2027-03-28,63394.94,Co-Producer
